============================================================
RUNNING GRIDWORLD SWEEP
============================================================

============================================================
RUNNING CORRIDOR SWEEP
============================================================

============================================================
GRIDWORLD SUMMARY
============================================================
     task            model  horizon  mean_hazards  mean_time  success_rate  mean_min_dist  mean_final_dist  mean_forward  mean_unique  mean_Ns  mean_alpha  mean_valence  mean_arousal  n
gridworld            Recon        1          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon        2          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon        3          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon        4          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon        5          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon        6          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon        7          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon        8          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon        9          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon       10          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon       11          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon       12          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon       13          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon       14          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon       15          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon       16          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon       17          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon       18          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon       19          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld            Recon       20          13.1      129.1           0.7       0.441421         7.247508        0.9320       0.3304 0.535675         NaN           NaN           NaN 10
gridworld        Ipsundrum        1           3.5      113.5           0.8       0.282843         7.092357        0.9028       0.2904 0.612300    0.716017           NaN           NaN 10
gridworld        Ipsundrum        2           3.9      113.5           0.8       0.282843         7.015525        0.9056       0.2848 0.607838    0.716169           NaN           NaN 10
gridworld        Ipsundrum        3           3.9      113.5           0.8       0.282843         7.015525        0.9056       0.2848 0.607838    0.716169           NaN           NaN 10
gridworld        Ipsundrum        4           3.1       96.3           0.9       0.141421         6.658031        0.9044       0.2944 0.606905    0.716409           NaN           NaN 10
gridworld        Ipsundrum        5           3.1       96.3           0.9       0.141421         6.658031        0.9044       0.2944 0.606905    0.716409           NaN           NaN 10
gridworld        Ipsundrum        6           3.1       96.3           0.9       0.141421         6.658031        0.9044       0.2944 0.606905    0.716409           NaN           NaN 10
gridworld        Ipsundrum        7           3.1       96.3           0.9       0.141421         6.658031        0.9044       0.2944 0.606905    0.716409           NaN           NaN 10
gridworld        Ipsundrum        8           1.3       91.1           0.9       0.141421         6.974936        0.9024       0.3044 0.605061    0.716878           NaN           NaN 10
gridworld        Ipsundrum        9           1.3       91.1           0.9       0.141421         6.974936        0.9024       0.3044 0.605061    0.716878           NaN           NaN 10
gridworld        Ipsundrum       10           1.3       91.1           0.9       0.141421         6.974936        0.9024       0.3044 0.605061    0.716878           NaN           NaN 10
