seed,episode,t,env_name,condition,agent_id,action,energy_true,energy_model,energy_pred,distress_self,distress_other_est,distress_coupled,pe,valence,arousal,Ns,internal,efference,g_eff,precision_eff,partner_energy_true,partner_energy_model,partner_energy_pred,partner_distress_self,has_food,partner_alive,transfer_event,lesion_mode
0,0,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
1,1,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
2,2,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
3,3,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
4,4,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
5,5,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
6,6,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
7,7,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
0,0,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
1,1,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
2,2,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
3,3,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
4,4,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
5,5,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
6,6,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
7,7,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham
