seed,condition,env_name,metabolic_load,lesion_mode,help_rate_when_partner_distressed,partner_recovery_rate,mutual_viability,rescue_latency,self_cost_of_help,episode_joint_longevity,partner_final_energy,partner_peak_energy,self_final_energy,joint_homeostatic_margin
0,social_affective_direct,SocialCorridorWorld,low,none,0.0,0.0,0.14999999999999997,18.0,0.05500000000000005,18.0,0.01999999999999997,0.19,0.7449999999999998,0.6309523809523809
1,social_affective_direct,SocialCorridorWorld,low,none,0.0,0.0,0.14999999999999997,18.0,0.05500000000000005,18.0,0.01999999999999997,0.19,0.7449999999999998,0.6309523809523809
2,social_affective_direct,SocialCorridorWorld,low,none,0.0,0.0,0.14999999999999997,18.0,0.05500000000000005,18.0,0.01999999999999997,0.19,0.7449999999999998,0.6309523809523809
3,social_affective_direct,SocialCorridorWorld,low,none,0.0,0.0,0.14999999999999997,18.0,0.05500000000000005,18.0,0.01999999999999997,0.19,0.7449999999999998,0.6309523809523809
4,social_affective_direct,SocialCorridorWorld,low,none,0.0,0.0,0.14999999999999997,18.0,0.05500000000000005,18.0,0.01999999999999997,0.19,0.7449999999999998,0.6309523809523809
5,social_affective_direct,SocialCorridorWorld,low,none,0.0,0.0,0.14999999999999997,18.0,0.05500000000000005,18.0,0.01999999999999997,0.19,0.7449999999999998,0.6309523809523809
6,social_affective_direct,SocialCorridorWorld,low,none,0.0,0.0,0.14999999999999997,18.0,0.05500000000000005,18.0,0.01999999999999997,0.19,0.7449999999999998,0.6309523809523809
7,social_affective_direct,SocialCorridorWorld,low,none,0.0,0.0,0.14999999999999997,18.0,0.05500000000000005,18.0,0.01999999999999997,0.19,0.7449999999999998,0.6309523809523809
