model,arch_seed,env_seed,delay,context,stage,step,phi_norm,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,p_0,p_1,p_2,p_3,delta_w_in_0_0,delta_w_in_0_1,delta_w_in_0_2,delta_w_in_0_3,delta_w_in_0_4,delta_w_in_0_5,delta_w_in_1_0,delta_w_in_1_1,delta_w_in_1_2,delta_w_in_1_3,delta_w_in_1_4,delta_w_in_1_5,delta_w_in_2_0,delta_w_in_2_1,delta_w_in_2_2,delta_w_in_2_3,delta_w_in_2_4,delta_w_in_2_5,delta_w_in_3_0,delta_w_in_3_1,delta_w_in_3_2,delta_w_in_3_3,delta_w_in_3_4,delta_w_in_3_5,delta_w_in_4_0,delta_w_in_4_1,delta_w_in_4_2,delta_w_in_4_3,delta_w_in_4_4,delta_w_in_4_5,delta_w_in_5_0,delta_w_in_5_1,delta_w_in_5_2,delta_w_in_5_3,delta_w_in_5_4,delta_w_in_5_5,delta_w_in_6_0,delta_w_in_6_1,delta_w_in_6_2,delta_w_in_6_3,delta_w_in_6_4,delta_w_in_6_5,delta_w_in_7_0,delta_w_in_7_1,delta_w_in_7_2,delta_w_in_7_3,delta_w_in_7_4,delta_w_in_7_5,precision_vec_0,precision_vec_1,precision_vec_2,precision_vec_3,workspace_0,workspace_1,workspace_2,workspace_3,workspace_4,workspace_5,workspace_6,workspace_7,selector_logits_0,selector_logits_1,selector_logits_2,selector_logits_3,selector_weights_0,selector_weights_1,selector_weights_2,selector_weights_3,sel_touch,sel_smell,sel_vision,sel_efference
perspective_plastic,2,2,12,A,delay,8,0.3304885877053808,0.30548028614453876,-0.011220290388786906,-0.03734300561813899,0.1961911449004712,-0.5009812022741077,-0.009624910410122534,0.4896129981222345,0.30265133740715977,-0.0666191866905842,-0.01422433632637615,-0.2621628460805588,0.18934862280776604,0.0003178436739391377,0.0,0.00036324991307330024,9.081247826832506e-05,0.0038951562960456323,0.0,-0.0002947330125553576,0.0,-0.0003368377286346945,-8.420943215867363e-05,-0.0002649980430160836,0.0,-0.00034217745100485454,0.0,-0.0003910599440055482,-9.776498600138705e-05,-0.0009757903887289904,0.0,0.0008138911445517298,0.0,0.0009301613080591197,0.0002325403270147799,0.0025627745934981494,0.0,-0.0006118757654245806,0.0,-0.0006992865890566636,-0.0001748216472641659,-0.006293255621063773,0.0,0.0012034819619371293,0.0,0.0013754079564995767,0.0003438519891248942,0.0004911571363439373,0.0,0.00047880374342234596,0.0,0.0005472042781969667,0.00013680106954924167,0.00637127350813146,0.0,0.0003689955445751021,0.0,0.0004217091938001168,0.0001054272984500292,0.003413572996704314,0.0,1.0640231511710248,0.95870497603238,0.9914363922547234,1.037265877469338,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,A,delay,9,0.3592643203665447,0.30175697244689037,-0.015902358542593167,-0.02869629434676245,0.19363255143167762,-0.4932220708451649,-0.019230780958349927,0.47562909555600463,0.3120291918461153,-0.0711932386146817,-0.016932615027174105,-0.28401150778598355,0.20749246891745726,0.00031148680046035493,0.0,0.00035598491481183425,8.899622870295856e-05,0.004441266055273514,0.0,-0.00028883835230425047,0.0,-0.0003301009740620006,-8.252524351550015e-05,-0.0002925830775027399,0.0,-0.00033533390198475744,0.0,-0.0003832387451254372,-9.58096862813593e-05,-0.0010156165649463592,0.0,0.0007976133216606952,0.0,0.0009115580818979372,0.0002278895204744843,0.0029119380417369175,0.0,-0.000599638250116089,0.0,-0.0006853008572755303,-0.00017132521431888258,-0.007187340188517164,0.0,0.0011794123226983866,0.0,0.0013478997973695851,0.0003369749493423963,0.00044156604720582357,0.0,0.00046922766855389905,0.0,0.0005362601926330274,0.00013406504815825684,0.00722741664210722,0.0,0.00036161563368360003,0.0,0.00041327500992411443,0.00010331875248102861,0.003990556672635598,0.0,1.06431232610242,0.9470737095639647,0.9833597496871191,1.0333481666064088,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,A,delay,10,0.38481303534917005,0.2977104068864339,-0.02154333330723677,-0.021047903401362533,0.1909707279482515,-0.4848625912699006,-0.02717761351999731,0.4619648524210317,0.31978546708360855,-0.07422182842337893,-0.019288755738808658,-0.303418474607861,0.22391374573442224,0.00030525706445114784,0.0,0.00034886521651559757,8.721630412889939e-05,0.004966110251172425,0.0,-0.0002830615852581655,0.0,-0.0003234989545807606,-8.087473864519015e-05,-0.00033113862053643194,0.0,-0.00032862722394506227,0.0,-0.00037557397022292845,-9.389349255573211e-05,-0.001038690210138325,0.0,0.0007816610552274813,0.0,0.0008933269202599785,0.00022333173006499463,0.0032473466364233566,0.0,-0.0005876454851137672,0.0,-0.0006715948401300197,-0.00016789871003250492,-0.008043039105539496,0.0,0.001155824076244419,0.0,0.0013209418014221933,0.00033023545035554833,0.000376713597754397,0.0,0.00045984311518282105,0.0,0.0005255349887803669,0.00013138374719509171,0.00803511499362891,0.0,0.000354383321009928,0.0,0.00040500950972563216,0.00010125237743140804,0.004569918307721938,0.0,1.0648711201438208,0.9368935780444654,0.9764321338712532,1.03020279207706,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,A,delay,11,0.40742096818226275,0.2936061568657271,-0.027693784433740213,-0.0142959139820039,0.18845057752494404,-0.47661152997896994,-0.03366392184175866,0.44928968625462606,0.3260984439715334,-0.07595907918838198,-0.021260076339571162,-0.32058886574445106,0.23873175724680498,0.00029915192316212486,0.0,0.0003418879121852856,8.54719780463214e-05,0.005469300504857646,0.0,-0.00027740035355300216,0.0,-0.00031702897548914537,-7.925724387228634e-05,-0.00038134657105142014,0.0,-0.000322054679466161,0.0,-0.00036806249081846985,-9.201562270461746e-05,-0.0010472532099547057,0.0,0.0007660278341229317,0.0,0.0008754603818547789,0.00021886509546369473,0.0035691212289575528,0.0,-0.0005758925754114918,0.0,-0.0006581629433274192,-0.0001645407358318548,-0.008860238142889021,0.0,0.0011327075947195305,0.0,0.0012945229653937495,0.0003236307413484374,0.000300097217524821,0.0,0.0004506462528791646,0.0,0.0005150242890047595,0.00012875607225118987,0.00879640505395578,0.0,0.00034729565458972944,0.0,0.00039690931953111953,9.922732988277988e-05,0.005147710183883208,0.0,1.0655896544664767,0.9279780317282698,0.9704835206867157,1.027679664304782,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,A,delay,12,0.4273867162698701,0.2895839812156268,-0.03403442094155339,-0.008362197910233151,0.18620414272861013,-0.4688784813371887,-0.03890550702441192,0.43792704714893665,0.3311547724636746,-0.07663765835042935,-0.022834386510678907,-0.3357420642216001,0.25207525001753983,0.00029316888469888236,0.0,0.0003350501539415799,8.376253848539498e-05,0.005951181476571415,0.0,-0.0002718523464819421,0.0,-0.00031068839597936246,-7.767209899484062e-05,-0.00044321046320191593,0.0,-0.0003156135858768378,0.0,-0.00036070124100210044,-9.017531025052511e-05,-0.0010433819199986958,0.0,0.000750707277440473,0.0,0.0008579511742176833,0.00021448779355442082,0.003877926827934362,0.0,-0.000564374723903262,0.0,-0.0006449996844608708,-0.0001612499211152177,-0.009640380410528409,0.0,0.0011100534428251398,0.0,0.0012686325060858746,0.00031715812652146865,0.0002146587600855049,0.0,0.00044163332782158133,0.0,0.0005047238032246643,0.00012618095080616607,0.009514627942631576,0.0,0.0003403497414979348,0.0,0.0003889711331404971,9.724278328512428e-05,0.005720901400974121,0.0,1.066390522671481,0.9201597553599508,0.9653670241354841,1.0256596463856382,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,A,fork,13,0.44203359139673903,0.2517290657271284,-0.0490075787562244,-0.003420111280085762,0.19904988762233142,-0.4701690210120155,-0.007063370981243917,0.4088124533500358,0.3308225046618882,-0.07043349921003396,-0.022187709763845105,-0.3488402730142315,0.26124889965494824,0.0004432292066922657,0.0,0.0004687475502959593,0.00023170346151581077,0.006428280965218613,0.0,-0.000296771122668389,0.0,-0.0003318079262531964,-0.00010524650683051766,-0.0005504017860162167,0.0,-0.00031141976799216716,0.0,-0.0003553947358728041,-9.040456082002135e-05,-0.0010306134949132966,0.0,0.0008589867802066766,0.0,0.0009518094682958129,0.00032850413195724594,0.0042717411117521404,0.0,-0.0008443149945734843,0.0,-0.0008943299494129893,-0.00043747175478587804,-0.01056098663105899,0.0,0.0010834772457629265,0.0,0.0012393203586418867,0.00030661682128832056,0.00019363871736045591,0.0,0.0006860235063127756,0.0,0.0007226388101053251,0.0003666366432787529,0.010292449867250822,0.0,0.0005384577759186559,0.0,0.0005657033798665653,0.0002919236021775551,0.006389908769116408,0.0,1.06721984118349,0.9132910999257238,0.9609569157604663,1.0240479770657493,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,cue,0,0.04663854575975068,0.22653010926702924,-0.0264452268697598,-0.09562460524527758,-0.05208307625160204,-0.2551060736268688,-0.16882344710614836,0.32255217504267475,0.2552287475274505,-0.03353145192663478,-0.007731652743937528,-0.0064127806225462184,0.030820341867188912,-5.7400654921839375e-05,0.0,-6.560074848210214e-05,-1.6400187120525535e-05,0.0,0.0,6.700978279631162e-06,0.0,7.658260891007044e-06,1.914565222751761e-06,0.0,0.0,2.4230399153037378e-05,0.0,2.7691884746328432e-05,6.922971186582108e-06,0.0,0.0,1.3197374498513003e-05,0.0,1.508271371258629e-05,3.7706784281465725e-06,0.0,0.0,6.464154256624696e-05,0.0,7.38760486471394e-05,1.846901216178485e-05,0.0,0.0,4.277831525977133e-05,0.0,4.888950315402438e-05,1.2222375788506094e-05,0.0,0.0,-8.173176693297106e-05,0.0,-9.340773363768124e-05,-2.335193340942031e-05,0.0,0.0,-6.467262700909648e-05,0.0,-7.391157372468169e-05,-1.847789343117042e-05,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,delay,1,0.0887961728046647,0.26490451911081025,-0.004626111225300978,-0.0636366462812999,0.02977205816760416,-0.34731917624482245,-0.04072381864042215,0.4264291085686295,0.29574879591886305,-0.058694195591752873,-0.012205946544799496,-0.026747337252293772,0.05979420145340589,-5.625264182340259e-05,0.0,-6.42887335124601e-05,-1.6072183378115025e-05,8.865832029366308e-05,0.0,6.566958714038538e-06,0.0,7.505095673186902e-06,1.8762739182967256e-06,-1.548268229260673e-06,0.0,2.374579116997663e-05,0.0,2.7138047051401864e-05,6.784511762850466e-06,-2.129793099551466e-05,0.0,1.2933427008542743e-05,0.0,1.4781059438334564e-05,3.695264859583641e-06,9.964120950767513e-06,0.0,6.334871171492201e-05,0.0,7.239852767419661e-05,1.8099631918549152e-05,-0.00011624088133718853,0.0,4.19227489545759e-05,0.0,4.791171309094389e-05,1.1977928272735972e-05,-1.3629459281112944e-05,0.0,-8.009713159431164e-05,0.0,-9.153957896492761e-05,-2.2884894741231904e-05,0.00014271741613514804,0.0,-6.337917446891455e-05,0.0,-7.243334225018805e-05,-1.810833556254701e-05,9.89812916859739e-05,0.0,1.0144497631296499,0.9984174939114656,1.0009196660646626,0.9946857433051206,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,delay,2,0.13095203216532958,0.3046116482257587,0.013013288875280558,-0.04578674707857536,0.0899007696344345,-0.4048296105816195,0.00757108589507564,0.47285624097096457,0.3080595919997554,-0.07817018241482263,-0.01674626968603837,-0.05567208847783435,0.0875102184066611,-5.512758898693454e-05,0.0,-6.30029588422109e-05,-1.5750739710552726e-05,0.0003404825922575303,0.0,6.435619539757767e-06,0.0,7.354993759723164e-06,1.838748439930791e-06,9.316612196546168e-06,0.0,2.3270875346577096e-05,0.0,2.6595286110373825e-05,6.648821527593456e-06,-5.899067807199416e-05,0.0,1.2674758468371889e-05,0.0,1.4485438249567872e-05,3.621359562391968e-06,8.460966150406305e-05,0.0,6.208173748062357e-05,0.0,7.095055712071267e-05,1.7737639280178168e-05,-0.00045094766712316285,0.0,4.108429397548438e-05,0.0,4.695347882912501e-05,1.1738369707281252e-05,-7.053736253263255e-06,0.0,-7.84951889624254e-05,0.0,-8.970878738562906e-05,-2.2427196846407264e-05,0.000533528681474428,0.0,-6.211159097953627e-05,0.0,-7.098467540518428e-05,-1.774616885129607e-05,0.00035346961069744143,0.0,1.0575533347894424,1.0250939424794392,1.0312411575151854,1.02463096759442,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,delay,3,0.17273446990389618,0.329573386175407,0.02768433040307268,-0.03602813357213626,0.12603017140516265,-0.43867656412832007,0.02051490657861926,0.48690769464211175,0.31415055986311247,-0.09297983825050571,-0.021923414891908705,-0.08810978367817365,0.1137891764253195,-5.4025037207195846e-05,0.0,-6.174289966536668e-05,-1.543572491634167e-05,0.0007524149693016293,0.0,6.306907148962612e-06,0.0,7.207893884528701e-06,1.8019734711321753e-06,4.430482124659318e-05,0.0,2.2805457839645552e-05,0.0,2.6063380388166347e-05,6.515845097041587e-06,-0.00010358668981053715,0.0,1.2421263299004451e-05,0.0,1.4195729484576515e-05,3.548932371144129e-06,0.00024304608268634217,0.0,6.0840102731011096e-05,0.0,6.953154597829842e-05,1.7382886494574604e-05,-0.0009992926339107437,0.0,4.026260809597469e-05,0.0,4.60144092525425e-05,1.1503602313135626e-05,1.9152712569188593e-05,0.0,-7.692528518317689e-05,0.0,-8.791461163791647e-05,-2.197865290947912e-05,0.0011415024659415926,0.0,-6.086935915994554e-05,0.0,-6.95649818970806e-05,-1.739124547427015e-05,0.0007455466554587169,0.0,1.0743057388037023,1.025356490170834,1.0357238244664437,1.0321994518371609,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,delay,4,0.21297408611994081,0.3428091911872254,0.03751270753389314,-0.02958366270389976,0.14596491319187177,-0.45678624263222334,0.017968999519858767,0.4841261484207371,0.3202751747228829,-0.10386580219824953,-0.027568196057135355,-0.12100704555555791,0.13844546213006964,-5.2944536463051926e-05,0.0,-6.050804167205934e-05,-1.5127010418014835e-05,0.0012862177554306474,0.0,6.18076900598336e-06,0.0,7.0637360068381274e-06,1.7659340017095319e-06,0.00010347805455923896,0.0,2.234934868285264e-05,0.0,2.5542112780403018e-05,6.3855281951007546e-06,-0.00014887957110038647,0.0,1.2172838033024361e-05,0.0,1.3911814894884985e-05,3.4779537237212464e-06,0.00047188076521119534,0.0,5.962330067639087e-05,0.0,6.814091505873245e-05,1.7035228764683112e-05,-0.0017106396379998174,0.0,3.94573559340552e-05,0.0,4.509412106749165e-05,1.1273530266872912e-05,4.753873786884757e-05,0.0,-7.538677947951335e-05,0.0,-8.615631940515814e-05,-2.1539079851289536e-05,0.001893777544833348,0.0,-5.965197197674663e-05,0.0,-6.817368225913898e-05,-1.7043420564784745e-05,0.001243408955474942,0.0,1.0835302370379059,1.0186281762825018,1.0333812437348973,1.0346489377970391,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,delay,5,0.2508369283789501,0.3487442697792296,0.04204365398187051,-0.024060645851163007,0.15633297913713423,-0.4646793773870187,0.0094841812362534,0.4733753572832791,0.3272219137206923,-0.11150154420612508,-0.03335055699533651,-0.1527466702502791,0.16137771021361466,-5.188564573379088e-05,0.0,-5.9297880838618155e-05,-1.4824470209654539e-05,0.0018992865111237655,0.0,6.057153625863692e-06,0.0,6.922461286701365e-06,1.7306153216753413e-06,0.00017841964130297755,0.0,2.1902361709195586e-05,0.0,2.5031270524794956e-05,6.257817631198739e-06,-0.00018997374269513864,0.0,1.1929381272363874e-05,0.0,1.3633578596987286e-05,3.4083946492468214e-06,0.0007487974751755434,0.0,5.843083466286305e-05,0.0,6.67780967575578e-05,1.669452418938945e-05,-0.0025275777048492827,0.0,3.8668208815374093e-05,0.0,4.4192238646141815e-05,1.1048059661535454e-05,6.396008979658854e-05,0.0,-7.387904388992308e-05,0.0,-8.443319301705499e-05,-2.1108298254263746e-05,0.0027229812358330204,0.0,-5.84589325372117e-05,0.0,-6.681020861395621e-05,-1.6702552153489052e-05,0.0018179114966942963,0.0,1.0882894780296104,1.008337004665362,1.0274140742991251,1.034176206131999,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,delay,6,0.2858930008029388,0.3504280767620327,0.04190573688233687,-0.018564972763671514,0.16141808261897195,-0.4661355263982794,-0.00039079801421161055,0.45946122502794495,0.33437349828804475,-0.11648554426718219,-0.038959504364427223,-0.18254282415283693,0.182554650049984,-5.0847932819115066e-05,0.0,-5.8111923221845794e-05,-1.4527980805461449e-05,0.0025566098256369517,0.0,5.936010553346419e-06,0.0,6.784012060967338e-06,1.6960030152418344e-06,0.0002579993744770734,0.0,2.1464314475011674e-05,0.0,2.4530645114299058e-05,6.1326612785747645e-06,-0.00022301033873237567,0.0,1.1690793646916596e-05,0.0,1.336090702504754e-05,3.340226756261885e-06,0.0010541025198946385,0.0,5.7262217969605786e-05,0.0,6.544253482240663e-05,1.6360633705601658e-05,-0.003401918501194401,0.0,3.789484463906661e-05,0.0,4.330839387321898e-05,1.0827098468304745e-05,6.190547811781628e-05,0.0,-7.240146301212463e-05,0.0,-8.274452915671388e-05,-2.068613228917847e-05,0.0035801710098150833,0.0,-5.728975388646746e-05,0.0,-6.547400444167708e-05,-1.636850111041927e-05,0.0024450072908438233,0.0,1.0904380545996355,0.9965077377339991,1.019731804481524,1.032157327714388,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,delay,7,0.31799299665735853,0.34965410478369807,0.03813172108070824,-0.012932241710784439,0.16374493886402072,-0.46371049445557766,-0.009654769461933933,0.4448908210747309,0.34105069941446275,-0.1193265728437213,-0.04415456740775738,-0.21006946428370116,0.20199482490670775,-4.983097416273276e-05,0.0,-5.6949684757408876e-05,-1.4237421189352219e-05,0.0032327491178230313,0.0,5.8172903422794905e-06,0.0,6.648331819747991e-06,1.6620829549369977e-06,0.0003321523799643207,0.0,2.103502818551144e-05,0.0,2.4040032212013076e-05,6.010008053003269e-06,-0.00024544886002223463,0.0,1.1456977773978264e-05,0.0,1.309368888454659e-05,3.2734222211366475e-06,0.0013736057045198055,0.0,5.6116973610213666e-05,0.0,6.41336841259585e-05,1.6033421031489624e-05,-0.004298385958541245,0.0,3.713694774628528e-05,0.0,4.24422259957546e-05,1.061055649893865e-05,4.0585697945677495e-05,0.0,-7.095343375188213e-05,0.0,-8.10896385735796e-05,-2.02724096433949e-05,0.004433928983421428,0.0,-5.614395880873811e-05,0.0,-6.416452435284354e-05,-1.6041131088210885e-05,0.003105483773218883,0.0,1.0910977301978881,0.984316635816496,1.0114569280052739,1.0294424061564749,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,delay,8,0.3471591845015422,0.3474262219836035,0.03176449284429618,-0.007281739330812394,0.1647308234128634,-0.45911360210487284,-0.01758487225234999,0.4309228017914867,0.34683130949437313,-0.12044589438502985,-0.04877153327594695,-0.23525055896242325,0.21975167339373475,-4.883435467947811e-05,0.0,-5.5810691062260696e-05,-1.3952672765565174e-05,0.003910360041018409,0.0,5.7009445354339005e-06,0.0,6.515365183353031e-06,1.6288412958382578e-06,0.000393373237141281,0.0,2.0614327621801212e-05,0.0,2.3559231567772813e-05,5.889807891943203e-06,-0.0002560971047479835,0.0,1.1227838218498698e-05,0.0,1.2831815106855658e-05,3.2079537767139146e-06,0.0016980761499597022,0.0,5.499463413800939e-05,0.0,6.285101044343932e-05,1.571275261085983e-05,-0.005193300947854132,0.0,3.639420879135957e-05,0.0,4.15933814758395e-05,1.0398345368959876e-05,2.204421586203462e-06,0.0,-6.953436507684449e-05,0.0,-7.946784580210802e-05,-1.9866961450527004e-05,0.005265904296451371,0.0,-5.502107963256335e-05,0.0,-6.288123386578666e-05,-1.5720308466446666e-05,0.0037843689902693272,0.0,1.090941177916902,0.9724269848223436,1.0032321946505052,1.026543072376347,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,delay,9,0.3735127902781772,0.34430450013006664,0.02369504156246565,-0.0017977711591596435,0.16514149858867389,-0.45347351741888486,-0.024063412269943657,0.41815458568748765,0.35154163241005754,-0.12018916371309989,-0.05271225336908361,-0.25814284968499207,0.23590264290295768,-4.7857667585888547e-05,0.0,-5.469447724101548e-05,-1.367361931025387e-05,0.004578084626502121,0.0,5.586925644725222e-06,0.0,6.385057879685971e-06,1.5962644699214927e-06,0.00043684081063513966,0.0,2.0202041069365188e-05,0.0,2.3088046936417355e-05,5.772011734104339e-06,-0.0002548700134365928,0.0,1.1003281454128724e-05,0.0,1.2575178804718545e-05,3.1437947011796362e-06,0.0020218918067204227,0.0,5.3894741455249204e-05,0.0,6.159399023457053e-05,1.5398497558642634e-05,-0.006071880150385818,0.0,3.566632461553238e-05,0.0,4.0761513846322715e-05,1.0190378461580679e-05,-4.9972776033201345e-05,0.0,-6.81436777753076e-05,0.0,-7.787848888606586e-05,-1.9469622221516464e-05,0.0060665133678359405,0.0,-5.392065803991208e-05,0.0,-6.162360918847092e-05,-1.540590229711773e-05,0.004470292561598261,0.0,1.0903656164030777,0.9611919345233881,0.99540818704769,1.023754352937785,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,delay,10,0.3972284821621549,0.34060973679617373,0.014623288700519257,0.0033607292060602186,0.1653733204586561,-0.4475220459756511,-0.029228605097452384,0.4068368159263238,0.3551753572516377,-0.11884035320222928,-0.05593039704745055,-0.2788701281941023,0.2505407746829612,-4.690051423417078e-05,0.0,-5.360058769619517e-05,-1.3400146924048793e-05,0.005228732164156621,0.0,5.475187131830718e-06,0.0,6.257356722092251e-06,1.5643391805230628e-06,0.0004599690255024898,0.0,1.9798000247977883e-05,0.0,2.262628599768901e-05,5.656571499422252e-06,-0.00024244938083648067,0.0,1.0783215825046149e-05,0.0,1.2323675228624174e-05,3.0809188071560435e-06,0.002341812444260921,0.0,5.281684662614422e-05,0.0,6.0362110429879124e-05,1.5090527607469781e-05,-0.006925620169599062,0.0,3.495299812322173e-05,0.0,3.994628356939626e-05,9.986570892349066e-06,-0.00011266421993544494,0.0,-6.678080421980145e-05,0.0,-7.632091910834454e-05,-1.9080229777086135e-05,0.006831705144152048,0.0,-5.284224487911384e-05,0.0,-6.039113700470151e-05,-1.5097784251175377e-05,0.005154835309034833,0.0,1.0896002196405647,0.9507782510745426,0.9881587137038906,1.021234053171314,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,delay,11,0.41850610188229914,0.33653467709272306,0.005071714510350241,0.008086649980423494,0.16561868383501596,-0.441720175694107,-0.03330209598151719,0.3970374964586215,0.35781905805691683,-0.1166340206008512,-0.05841786457814467,-0.29758634347368124,0.2637680492919704,-4.596250394948736e-05,0.0,-5.252857594227127e-05,-1.3132143985567817e-05,0.0058579243174951365,0.0,5.3656833891941034e-06,0.0,6.132209587650406e-06,1.5330523969126014e-06,0.00046182780916674847,0.0,1.9402040243018324e-05,0.0,2.2173760277735227e-05,5.543440069433807e-06,-0.00021996858391321419,0.0,1.0567551508545225e-05,0.0,1.2077201724051691e-05,3.0193004310129228e-06,0.0026560845725217223,0.0,5.176050969362134e-05,0.0,5.915486822128154e-05,1.4788717055320385e-05,-0.007750216831585545,0.0,3.425393816075729e-05,0.0,3.914735789800834e-05,9.786839474502085e-06,-0.0001830214982883773,0.0,-6.544518813540542e-05,0.0,-7.479450072617765e-05,-1.869862518154441e-05,0.007560755773766433,0.0,-5.1785399981531565e-05,0.0,-5.918331426460747e-05,-1.4795828566151868e-05,0.005831913015395459,0.0,1.088772689212633,0.9412423609466489,0.9815521728613943,1.0190544345258168,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,delay,12,0.43755313262088724,0.33220237537786224,-0.004583715116171021,0.012323303042327299,0.1659600779305469,-0.43634450962171467,-0.03651023561401988,0.38872707737939494,0.3596008395308786,-0.11376494835473576,-0.06019345088849138,-0.31445499135799326,0.27569020162562036,-4.504325387049762e-05,0.0,-5.147800442342584e-05,-1.286950110585646e-05,0.006463148148209318,0.0,5.2583697214102215e-06,0.0,6.0095653958973975e-06,1.5023913489743494e-06,0.0004426238506052246,0.0,1.901399943815796e-05,0.0,2.1730285072180522e-05,5.432571268045131e-06,-0.00018877188366234839,0.0,1.0356200478374321e-05,0.0,1.1835657689570657e-05,2.9589144223926643e-06,0.002963847192928601,0.0,5.0725299499748915e-05,0.0,5.797177085685591e-05,1.4492942714213978e-05,-0.00854405446978979,0.0,3.3568859397542145e-05,0.0,3.836441074004817e-05,9.591102685012042e-06,-0.0002587534825683296,0.0,-6.41362843726973e-05,0.0,-7.329861071165409e-05,-1.8324652677913522e-05,0.008254837343913751,0.0,-5.074969198190093e-05,0.0,-5.7999647979315324e-05,-1.4499911994828831e-05,0.006497235713021799,0.0,1.087950381418237,0.932577203689626,0.9755957417648637,1.01723576708663,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,12,B,fork,13,0.4509884205413879,0.29474851861058,-0.022719069316178453,0.015829797001370813,0.18130310865787186,-0.4399052532507941,-0.0028471350394838404,0.3617193884455393,0.3560446693580043,-0.10436691259454178,-0.05953498652292905,-0.32944236006737926,0.28358670594872554,0.00014732352536759257,0.0,0.00012042914271943163,0.00016627963703873773,0.007073900790354897,0.0,-9.604895172564931e-06,0.0,-7.281785391193689e-06,-1.2316543509042472e-05,0.00037673133855988206,0.0,2.891660931134461e-05,0.0,3.047285022779835e-05,1.4931500132987753e-05,-0.0001452530848962132,0.0,0.0001279219005799796,0.0,0.00011670765849626661,0.00011293805015409847,0.0033597621200731104,0.0,-0.00023604759419915554,0.0,-0.0001982184567840741,-0.0002527886558551983,-0.009477629320359032,0.0,3.104800959597692e-05,0.0,3.594652367624068e-05,7.671268674695508e-06,-0.0002607266230895017,0.0,0.00017211601369747392,0.0,0.0001378706590110073,0.0002015802252803319,0.008997897806382183,0.0,0.00018154862915660563,0.0,0.00014957377928782395,0.00020188431332172403,0.007261200873806998,0.0,1.0871655432822462,0.9247410294513279,0.9702626474226743,1.0157679782787328,,,,,,,,,,,,,,,,,,,,
perspective_plastic,2,2,18,A,cue,0,0.025936363022534572,0.06118809644399971,-0.05673906223762399,-0.06587259269176515,0.15668221182619665,-0.11779222434269525,0.23168235328705578,0.09217452487629044,0.0710353447940289,0.016441227912073694,0.0050922380486925515,-0.01936069068208882,0.0012703226156668074,0.00037359836464752176,0.0,0.0004269695595971678,0.00010674238989929195,0.0,0.0,-0.00034643373622532397,0.0,-0.0003959242699717989,-9.898106749294973e-05,0.0,0.0,-0.00040220066213792263,0.0,-0.0004596578995861974,-0.00011491447489654935,0.0,0.0,0.0009566602249376545,0.0,0.0010933259713573195,0.00027333149283932987,0.0,0.0,-0.0007192082274188873,0.0,-0.0008219522599072998,-0.00020548806497682495,0.0,0.0,0.001414591290398304,0.0,0.0016166757604552048,0.0004041689401138012,0.0,0.0,0.0005627933169560359,0.0,0.0006431923622354696,0.0001607980905588674,0.0,0.0,0.0004337230636274273,0.0,0.0004956835012884884,0.0001239208753221221,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
