model,arch_seed,env_seed,delay,context,stage,step,phi_norm,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,p_0,p_1,p_2,p_3,delta_w_in_0_0,delta_w_in_0_1,delta_w_in_0_2,delta_w_in_0_3,delta_w_in_0_4,delta_w_in_0_5,delta_w_in_1_0,delta_w_in_1_1,delta_w_in_1_2,delta_w_in_1_3,delta_w_in_1_4,delta_w_in_1_5,delta_w_in_2_0,delta_w_in_2_1,delta_w_in_2_2,delta_w_in_2_3,delta_w_in_2_4,delta_w_in_2_5,delta_w_in_3_0,delta_w_in_3_1,delta_w_in_3_2,delta_w_in_3_3,delta_w_in_3_4,delta_w_in_3_5,delta_w_in_4_0,delta_w_in_4_1,delta_w_in_4_2,delta_w_in_4_3,delta_w_in_4_4,delta_w_in_4_5,delta_w_in_5_0,delta_w_in_5_1,delta_w_in_5_2,delta_w_in_5_3,delta_w_in_5_4,delta_w_in_5_5,delta_w_in_6_0,delta_w_in_6_1,delta_w_in_6_2,delta_w_in_6_3,delta_w_in_6_4,delta_w_in_6_5,delta_w_in_7_0,delta_w_in_7_1,delta_w_in_7_2,delta_w_in_7_3,delta_w_in_7_4,delta_w_in_7_5,precision_vec_0,precision_vec_1,precision_vec_2,precision_vec_3,workspace_0,workspace_1,workspace_2,workspace_3,workspace_4,workspace_5,workspace_6,workspace_7,selector_logits_0,selector_logits_1,selector_logits_2,selector_logits_3,selector_weights_0,selector_weights_1,selector_weights_2,selector_weights_3,sel_touch,sel_smell,sel_vision,sel_efference
perspective_plastic,0,2,18,B,delay,13,0.47310234793639916,-0.20214583135019332,-0.2938299795513769,-0.21019222808342852,0.25546612417897063,0.28898692179673613,-0.004973625830690675,0.1214672401713974,0.5763118741247579,0.052670663140911504,-0.44418291888994615,-0.14587262883761729,-0.049742774245518394,4.408405186818307e-06,0.0,5.03817735636378e-06,1.259544339090945e-06,-0.003968896517276534,0.0,9.418988062495877e-07,0.0,1.0764557785709579e-06,2.6911394464273947e-07,-0.006374084353669797,0.0,-3.62036238424758e-05,0.0,-4.137557010568666e-05,-1.0343892526421665e-05,-0.005913968520187071,0.0,1.8203764426442764e-06,0.0,2.080430220164887e-06,5.201075550412218e-07,0.007107702138093237,0.0,-6.216600441718776e-06,0.0,-7.104686219107174e-06,-1.7761715547767936e-06,0.007338566934032456,0.0,-1.784333727970662e-05,0.0,-2.0392385462521843e-05,-5.098096365630461e-06,0.0022212217618923164,0.0,-1.7289026074851276e-05,0.0,-1.9758886942687175e-05,-4.939721735671794e-06,0.0052025846825165785,0.0,-1.4496332851929082e-05,0.0,-1.6567237545061803e-05,-4.141809386265451e-06,0.017427099690082447,0.0,1.0545984966054136,1.075119401178883,1.0989393974346613,1.080973998945213,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,18,B,delay,14,0.48761105621406137,-0.20997424286315078,-0.30992360073851255,-0.20272877524745814,0.25942432534796267,0.2937626228498128,-0.021444133446683503,0.11057392006088755,0.5733008196190761,0.05066931566974821,-0.4569896393048979,-0.1508167469811802,-0.0600994258686883,4.320237083081941e-06,0.0,4.937413809236504e-06,1.234353452309126e-06,-0.004587659825951482,0.0,9.23060830124596e-07,0.0,1.0549266629995387e-06,2.6373166574988467e-07,-0.007277064515968523,0.0,-3.547955136562628e-05,0.0,-4.0548058703572926e-05,-1.0137014675893231e-05,-0.006469740006719188,0.0,1.783968913791391e-06,0.0,2.0388216157615894e-06,5.097054039403973e-07,0.00782810541408079,0.0,-6.092268432884401e-06,0.0,-6.962592494725031e-06,-1.7406481236812577e-06,0.008168523972593478,0.0,-1.748647053411249e-05,0.0,-1.9984537753271407e-05,-4.996134438317852e-06,0.002105497943977589,0.0,-1.694324555335425e-05,0.0,-1.936370920383343e-05,-4.840927300958358e-06,0.0054661790987034975,0.0,-1.42064061948905e-05,0.0,-1.6235892794160568e-05,-4.058973198540142e-06,0.018984719800178344,0.0,1.0499250580549726,1.0730935668132389,1.09745784151989,1.0805549888871586,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,18,B,delay,15,0.5001376047696844,-0.21646387550494633,-0.32570218337338214,-0.1945654648671936,0.2633609942002724,0.29783471973522513,-0.03697824501958706,0.0996619475663083,0.5704562119202229,0.04758919848010701,-0.46777416036855957,-0.15537986050084907,-0.07012364604756238,4.233832341420302e-06,0.0,4.838665533051774e-06,1.2096663832629436e-06,-0.005212559899543976,0.0,9.045996135221041e-07,0.0,1.0338281297395479e-06,2.5845703243488697e-07,-0.008209834949730169,0.0,-3.476996033831375e-05,0.0,-3.9737097529501466e-05,-9.934274382375366e-06,-0.00698449876949492,0.0,1.748289535515563e-06,0.0,1.9980451834463574e-06,4.995112958615894e-07,0.008543460235463193,0.0,-5.970423064226713e-06,0.0,-6.82334064483053e-06,-1.7058351612076326e-06,0.008991203592046545,0.0,-1.7136741123430238e-05,0.0,-1.958484699820598e-05,-4.896211749551495e-06,0.001940963030105181,0.0,-1.6604380642287166e-05,0.0,-1.897643501975676e-05,-4.74410875493919e-06,0.005686809235161517,0.0,-1.392227807099269e-05,0.0,-1.5911174938277356e-05,-3.977793734569339e-06,0.020493651433688503,0.0,1.0454270915462496,1.0714128709704391,1.0961653270857512,1.0801626072310442,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,18,B,delay,16,0.5109175168277944,-0.22184412155274028,-0.3411457355720532,-0.18596752703198005,0.2672455097788208,0.30132429439444747,-0.05155914341932258,0.08882396447754576,0.5678478821627282,0.04361022199245078,-0.4767535905528375,-0.1596088950369803,-0.07978641525535729,4.149155694591896e-06,0.0,4.741892222390738e-06,1.1854730555976846e-06,-0.0058393831329705366,0.0,8.86507621251662e-07,0.0,1.013151567144757e-06,2.5328789178618923e-07,-0.00916986422940109,0.0,-3.407456113154748e-05,0.0,-3.8942355578911436e-05,-9.735588894727859e-06,-0.0074576539898010925,0.0,1.7133237448052517e-06,0.0,1.9580842797774303e-06,4.895210699443576e-07,0.009253283102930235,0.0,-5.851014602942178e-06,0.0,-6.68687383193392e-06,-1.67171845798348e-06,0.009804376249867937,0.0,-1.6794006300961633e-05,0.0,-1.9193150058241858e-05,-4.7982875145604644e-06,0.001732233603771278,0.0,-1.6272293029441423e-05,0.0,-1.8596906319361628e-05,-4.649226579840407e-06,0.005865787271922238,0.0,-1.3643832509572836e-05,0.0,-1.5592951439511807e-05,-3.898237859877952e-06,0.021955088154752774,0.0,1.0411253380062808,1.070054460131834,1.095062139172215,1.0798027495045135,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,18,B,delay,17,0.5201682139291656,-0.2263063800562293,-0.3562175533332407,-0.1771348318186759,0.2710493209041559,0.3043263110488083,-0.06519229266185439,0.07814254426976344,0.5655097633836034,0.03889953144953007,-0.48412940933228654,-0.16354388291186456,-0.08907250202473713,4.066172580700058e-06,0.0,4.647054377942924e-06,1.161763594485731e-06,-0.006464916769366604,0.0,8.687774688266287e-07,0.0,9.928885358018618e-07,2.4822213395046545e-07,-0.010154917771833473,0.0,-3.339306990891653e-05,0.0,-3.816350846733321e-05,-9.540877116833302e-06,-0.007889531627879406,0.0,1.6790572699091466e-06,0.0,1.9189225941818817e-06,4.797306485454704e-07,0.009957302777094524,0.0,-5.733994310883335e-06,0.0,-6.553136355295242e-06,-1.6382840888238104e-06,0.010606527937120726,0.0,-1.64581261749424e-05,0.0,-1.880928705707702e-05,-4.702321764269255e-06,0.00148374773391288,0.0,-1.5946847168852592e-05,0.0,-1.8224968192974395e-05,-4.556242048243599e-06,0.00600479163093431,0.0,-1.337095585938138e-05,0.0,-1.528109241072157e-05,-3.8202731026803925e-06,0.02337094930555864,0.0,1.0370286250885021,1.0689873327570352,1.09413824123947,1.0794765382239762,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,18,B,delay,18,0.5280878334163525,-0.2300080720416719,-0.37087486480161347,-0.16821735602415216,0.27474885749188793,0.3069161985385501,-0.0778984803265079,0.06768851065939623,0.5634521332275015,0.033609070799438485,-0.4900874256581034,-0.16721919316488507,-0.0979757460368296,3.984849129086056e-06,0.0,4.554113290384065e-06,1.1385283225960162e-06,-0.0070867293714880885,0.0,8.514019194500961e-07,0.0,9.730307650858245e-07,2.432576912714561e-07,-0.011162942856226018,0.0,-3.27252085107382e-05,0.0,-3.740023829798654e-05,-9.350059574496635e-06,-0.008281069090057831,0.0,1.6454761245109637e-06,0.0,1.880544142298244e-06,4.70136035574561e-07,0.010655372502278883,0.0,-5.6193144246656675e-06,0.0,-6.422073628189337e-06,-1.6055184070473342e-06,0.01139665834937226,0.0,-1.612896365144355e-05,0.0,-1.843310131593548e-05,-4.60827532898387e-06,0.001199688661020046,0.0,-1.562791022547554e-05,0.0,-1.7860468829114906e-05,-4.4651172072787264e-06,0.006105738391510976,0.0,-1.3103536742193753e-05,0.0,-1.4975470562507139e-05,-3.7438676406267847e-06,0.024743531221473093,0.0,1.0331382210016589,1.068177146011183,1.0933780815415897,1.0791823948571895,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,18,B,fork,19,0.5381517631919014,-0.22104660090853318,-0.39393179410870044,-0.21762253902541617,0.2997526768640968,0.29843343833268277,-0.09807078918590872,0.08151379325822887,0.5737390425572351,0.03259067828795548,-0.49762944767845874,-0.1706761135205549,-0.10853462577460742,-0.00015087309384761318,0.0,-0.0001598343360501069,-0.00016109980059374177,-0.0077616051508847,0.0,-0.0002749991919048707,0.0,-0.000291844221415656,-0.0002888493639377465,-0.012394982499822568,0.0,-0.00018445140026933387,0.0,-0.00019840459720116266,-0.00016886586101572042,-0.00891940859565692,0.0,0.00021150131117613093,0.0,0.00022464018677948266,0.00022043492719311554,0.011549638530970784,0.0,0.00020345807716711949,0.0,0.0002155230705829681,0.00021743265959768283,0.012271225010694548,0.0,-8.447617921382512e-05,0.0,-9.095754139548643e-05,-7.648558485716825e-05,0.0008133928989751463,0.0,4.176112820076058e-05,0.0,4.3083519794702934e-05,5.5443270489245644e-05,0.0062847592590645155,0.0,0.0003888942869984097,0.0,0.00041176721278883354,0.0004173707305358594,0.026368219314886778,0.0,1.0294507808257545,1.0675892818152941,1.092763726170385,1.0789173383688715,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,A,cue,0,0.056005491872935895,0.12886763557979417,0.018545158319230436,-0.3352789464546106,0.10704989886288273,0.009874288645980913,-0.04962676237149361,0.242040689254936,0.3327939827906717,0.023353034437514665,-0.04982206207161252,-0.010331505670515636,-0.0015076551337207661,0.0008045528822021301,0.0,0.0009194890082310058,0.00022987225205775146,0.0,0.0,0.00011578206203211454,0.0,0.0001323223566081309,3.3080589152032724e-05,0.0,0.0,-0.0020932303250393927,0.0,-0.0023922632286164495,-0.0005980658071541124,0.0,0.0,0.0006683392946730155,0.0,0.0007638163367691606,0.00019095408419229014,0.0,0.0,6.164765384323815e-05,0.0,7.045446153512932e-05,1.761361538378233e-05,0.0,0.0,-0.00030983229047934686,0.0,-0.00035409404626211073,-8.852351156552768e-05,0.0,0.0,0.0015111205639345363,0.0,0.001726994930210899,0.0004317487325527247,0.0,0.0,0.0020777160753288697,0.0,0.0023745326575187083,0.0005936331643796771,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,A,delay,1,0.1118585284419959,0.08509850002208748,0.0535817197496167,-0.2321096468013302,0.09896693882756102,0.07728502443613719,0.061666657563529285,0.2866179760622639,0.4451619890830818,0.037193552087737614,-0.10206320301555949,-0.025995373025034345,0.006026046780399037,0.0007884618245580875,0.0,0.0009010992280663857,0.00022527480701659642,8.942320297045945e-05,0.0,0.00011346642079147224,0.0,0.00012967590947596827,3.241897736899207e-05,5.630474096996564e-05,0.0,-0.002051365718538605,0.0,-0.0023444179640441203,-0.0005861044910110301,-0.00024390545135260608,0.0,0.0006549725087795551,0.0,0.0007485400100337773,0.00018713500250844433,0.00010399643537600563,0.0,6.041470076637339e-05,0.0,6.904537230442672e-05,1.726134307610668e-05,8.12126468144072e-05,0.0,-0.0003036356446697599,0.0,-0.0003470121653368685,-8.675304133421712e-05,6.48005550554007e-05,0.0,0.0014808981526558457,0.0,0.0016924550316066809,0.0004231137579016702,0.0003011838920985179,0.0,0.0020361617538222922,0.0,0.002327042004368334,0.0005817605010920835,0.0004677851066020868,0.0,1.1590587444165765,1.1560436037922706,1.159322808917597,1.1607953294639721,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,A,delay,2,0.16573471402696746,0.05438451772881474,0.039083609261609364,-0.19504483752032425,0.130103822355799,0.12626643772629975,0.11595621955846495,0.2849823691584676,0.5000567194102006,0.0468120648031244,-0.15254895823632642,-0.042083200790656576,0.015311615678744778,0.0007726925880669257,0.0,0.0008830772435050579,0.00022076931087626448,0.0001817160640696655,0.0,0.00011119709237564279,0.0,0.0001270823912864489,3.1770597821612224e-05,0.00012279049424397174,0.0,-0.002010338404167833,0.0,-0.0022975296047632377,-0.0005743824011908094,-0.000576440958288106,0.0,0.0006418730586039641,0.0,0.0007335692098331017,0.00018339230245827543,0.000326986812090157,0.0,5.920640675104592e-05,0.0,6.766446485833819e-05,1.6916116214584548e-05,0.0002980202984062342,0.0,-0.0002975629317763647,0.0,-0.0003400719220301311,-8.501798050753278e-05,0.0002641005086154558,0.0,0.0014512801896027288,0.0,0.0016586059309745473,0.0004146514827436368,0.000788159326080328,0.0,0.001995438518745846,0.0,0.002280501164280967,0.0005701252910702418,0.0013234917564278882,0.0,1.0971620045306811,1.0929663311690825,1.0997059502249265,1.0976081562647526,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,A,delay,3,0.21590153241248158,0.023743051748307858,0.004161289811413331,-0.18826277759805438,0.16242867891122847,0.16043587780657081,0.13779684375658757,0.26816693160264443,0.530846015841284,0.054535544324791754,-0.19964384873353533,-0.05717917995358355,0.022632303151766994,0.0007572387363055872,0.0,0.0008654156986349568,0.0002163539246587392,0.00023022947434529542,0.0,0.00010897315052812993,0.0,0.0001245407434607199,3.1135185865179976e-05,0.00012947427712572238,0.0,-0.0019701316360844763,0.0,-0.002251579012667973,-0.0005628947531669933,-0.0009784005521719674,0.0,0.0006290355974318848,0.0,0.0007188978256364397,0.00017972445640910992,0.0006771951145931345,0.0,5.8022278616025e-05,0.0,6.631117556117143e-05,1.6577793890292858e-05,0.0006444310693475267,0.0,-0.0002916116731408374,0.0,-0.0003332704835895285,-8.331762089738212e-05,0.0005614667381807249,0.0,0.0014222545858106742,0.0,0.0016254338123550564,0.0004063584530887641,0.0013613809638318673,0.0,0.001955529748370929,0.0,0.002234891140995348,0.000558722785248837,0.002462938410285607,0.0,1.0910237483775804,1.0865227601194127,1.0964909611935862,1.08959207873728,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,A,delay,4,0.26156068678095556,-0.008577407816857667,-0.03603238039286471,-0.1945408204941689,0.18780056204260653,0.18593646484303453,0.14085684613739136,0.24874514333077136,0.5503730538843045,0.06117247609172187,-0.2427703986873432,-0.07092429904547523,0.026536736126156892,0.0007420939615794754,0.0,0.0008481073846622576,0.0002120268461655644,0.0002039325598051372,0.0,0.00010679368751756734,0.0,0.00012204992859150551,3.0512482147876378e-05,3.5758646643674824e-05,0.0,-0.0019307290033627868,0.0,-0.0022065474324146138,-0.0005516368581036534,-0.001450827652517779,0.0,0.0006164548854832471,0.0,0.0007045198691237108,0.0001761299672809277,0.001138600162379775,0.0,5.6861833043704496e-05,0.0,6.4984952049948e-05,1.6246238012487e-05,0.0011017770830330353,0.0,-0.00028577943967802067,0.0,-0.0003266050739177379,-8.165126847943448e-05,0.0009064653638485903,0.0,0.0013938094940944606,0.0,0.0015929251361079552,0.0003982312840269888,0.0019632315718891495,0.0,0.0019164191534035105,0.0,0.002190193318175441,0.0005475483295438602,0.003805576989195108,0.0,1.086584315905006,1.082325781739853,1.095201960369134,1.083910788724991,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,A,delay,5,0.30254955030031744,-0.04125233546549652,-0.07470850812516872,-0.20509580269721778,0.20616747502216026,0.20651022601880475,0.13325481206538342,0.23082596280555612,0.5633664812388848,0.06686975429158142,-0.2817962571853801,-0.08328517911359375,0.026816314516271218,0.000727252082347886,0.0,0.0008311452369690125,0.00020778630924225312,8.55921364983586e-05,0.0,0.00010465781376721599,0.0,0.0001196089300196754,2.990223250491885e-05,-0.0001718860597035285,0.0,-0.001892114423295531,0.0,-0.0021624164837663216,-0.0005406041209415804,-0.001989890690700418,0.0,0.0006041257877735821,0.0,0.0006904294717412366,0.00017260736793530914,0.0016868760957349127,0.0,5.5724596382830406e-05,0.0,6.368525300894905e-05,1.5921313252237262e-05,0.0016517388384374278,0.0,-0.00028006385088446027,0.0,-0.00032007297243938316,-8.001824310984579e-05,0.0012574286375625968,0.0,0.0013659333042125713,0.0,0.0015610666333857961,0.00039026665834644903,0.0025633145861470997,0.0,0.0018780907703354402,0.0,0.002146389451811932,0.000536597362952983,0.005289892314162923,0.0,1.0828759690567344,1.0793166124209645,1.0947646058234461,1.0800703754460401,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,A,delay,6,0.33902953122065105,-0.0725724921426147,-0.10955149281709063,-0.21554466051903992,0.21919366775999144,0.2239193703207326,0.11978096866230437,0.21511966271856872,0.5717538849618656,0.07154474434505555,-0.31678745471256614,-0.0943333211395936,0.023860126902495504,0.0007127070407009282,0.0,0.0008145223322296322,0.00020363058305740805,-0.00012974230725527989,0.0,0.00010256465749187167,0.0,0.0001172167514192819,2.9304187854820474e-05,-0.0004909214154381591,0.0,-0.0018542721348296205,0.0,-0.002119168154090995,-0.0005297920385227488,-0.0025845648325463657,0.0,0.0005920432720181105,0.0,0.0006766208823064118,0.00016915522057660295,0.002298351657350417,0.0,5.461010445517379e-05,0.0,6.241154794877007e-05,1.5602886987192517e-05,0.002277827606902552,0.0,-0.00027446257386677105,0.0,-0.0003136715129905955,-7.841787824764887e-05,0.001584864374972454,0.0,0.0013386146381283198,0.0,0.0015298453007180802,0.00038246132517952004,0.0031452692370227517,0.0,0.0018405289549287313,0.0,0.0021034616627756933,0.0005258654156939233,0.0068670951261858735,0.0,1.079357938860757,1.076929915670242,1.0946159171586465,1.0775936396538122,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,A,fork,7,0.3740456720259234,-0.08860709019227403,-0.14978852854368643,-0.2811839895745134,0.25078683247550737,0.2283836909198817,0.09410384566076961,0.2240049414266546,0.5889256144855345,0.07960458110173943,-0.3499339015577298,-0.1042006971637656,0.01617883432486894,0.0006298400388964746,0.0,0.0007284253031660728,0.00013092498113556557,-0.0004356299086042547,0.0,-1.547531629997956e-05,0.0,-3.1342266498692565e-06,-8.730460467642039e-05,-0.0010025864462005108,0.0,-0.0020349213897463605,0.0,-0.002298307620621727,-0.0007369947731942108,-0.0035118056406725244,0.0,0.0007743990790735335,0.0,0.0008606637563531325,0.00036002576103087047,0.003125490102709214,0.0,0.00023036671213473461,0.0,0.0002410889291360859,0.00019219152196393727,0.0030273807890963448,0.0,-0.00019610405123994992,0.0,-0.0002332610374468722,-3.958871540347329e-06,0.0018807862945256994,0.0,0.0014853004724064466,0.0,0.0016757243332773005,0.0005483211139242773,0.0038622291252769824,0.0,0.0022597526642005234,0.0,0.002525360768363223,0.0009715161846247644,0.008780076900404377,0.0,1.0757695328454249,1.0748850123330502,1.0944856907928102,1.07608513629572,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,B,cue,0,0.03261438489825158,-0.03484686883690053,-0.007445373727704344,0.2861767187897186,-0.014389425754303544,0.0491400066517798,0.14104520965035808,0.136663577510877,0.11458833480590515,-0.01980345721093073,-0.016419556838594303,-0.010321666670030481,0.01718669645868831,5.732479636983971e-06,0.0,6.551405299410254e-06,1.6378513248525635e-06,0.0,0.0,1.224800239113731e-06,0.0,1.3997717018442643e-06,3.4994292546106607e-07,0.0,0.0,-4.7077463995954977e-05,0.0,-5.380281599537713e-05,-1.3450703998844282e-05,0.0,0.0,2.367130616828603e-06,0.0,2.7052921335184044e-06,6.763230333796011e-07,0.0,0.0,-8.083770418829974e-06,0.0,-9.238594764377116e-06,-2.309648691094279e-06,0.0,0.0,-2.320262391433642e-05,0.0,-2.651728447352734e-05,-6.629321118381835e-06,0.0,0.0,-2.2481824087703734e-05,0.0,-2.5693513243089985e-05,-6.423378310772496e-06,0.0,0.0,-1.88503391505628e-05,0.0,-2.1543244743500345e-05,-5.385811185875086e-06,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,B,delay,1,0.07288208836196021,0.015972783737096003,-0.04374075750895354,0.10194967236162375,0.09726776120047756,0.06756024699985835,0.11799093859624489,0.2182298177633169,0.29849552829648074,-0.024088445574415064,-0.05768537143467115,-0.024483526753549322,0.028363716857303423,5.617830044244292e-06,0.0,6.420377193422049e-06,1.6050942983555122e-06,6.573644823723382e-06,0.0,1.2003042343314564e-06,0.0,1.371776267807379e-06,3.4294406695184476e-07,-1.80016338364792e-05,0.0,-4.613591471603588e-05,0.0,-5.272675967546958e-05,-1.3181689918867395e-05,4.195767920176747e-05,0.0,2.3197880044920308e-06,0.0,2.6511862908480364e-06,6.627965727120091e-07,4.003082527472639e-05,0.0,-7.922095010453374e-06,0.0,-9.053822869089573e-06,-2.2634557172723933e-06,2.7804612852088644e-05,0.0,-2.273857143604969e-05,0.0,-2.598693878405679e-05,-6.496734696014198e-06,4.8559508193183946e-05,0.0,-2.2032187605949657e-05,0.0,-2.5179642978228183e-05,-6.294910744557046e-06,8.981310556344777e-05,0.0,-1.8473332367551546e-05,0.0,-2.1112379848630337e-05,-5.278094962157584e-06,0.0001228466882659668,0.0,1.005312777069656,1.01005277055415,1.0103339353159957,1.0002107386505412,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,B,delay,2,0.1196767457558607,0.013338208108945582,-0.06297193581010817,-0.0076024976714138895,0.15198071721558784,0.10085793458512585,0.1262704170004977,0.23504877952860953,0.4185097486999739,-0.01980378494749965,-0.10543843751260429,-0.040253595157194066,0.03453574305393577,5.505473443359406e-06,0.0,6.291969649553608e-06,1.572992412388402e-06,2.0876271009102256e-05,0.0,1.1762981496448272e-06,0.0,1.3443407424512314e-06,3.3608518561280784e-07,-8.57874235547088e-05,0.0,-4.521319642171516e-05,0.0,-5.167222448196019e-05,-1.2918056120490048e-05,3.28913931751703e-05,0.0,2.2733922444021902e-06,0.0,2.5981625650310755e-06,6.495406412577689e-07,0.00020369793283702995,0.0,-7.763653110244306e-06,0.0,-8.872746411707782e-06,-2.2181866029269455e-06,0.0001363931230110511,0.0,-2.2283800007328697e-05,0.0,-2.5467200008375654e-05,-6.3668000020939135e-06,0.0001842333377505041,0.0,-2.1591543853830664e-05,0.0,-2.467605011866362e-05,-6.169012529665905e-06,0.0003423776500217844,0.0,-1.8103865720200513e-05,0.0,-2.069013225165773e-05,-5.172533062914432e-06,0.0005732850107536636,0.0,1.0534921368150294,1.0610044438094584,1.0632212415197884,1.0459463286634412,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,B,delay,3,0.16727175992088655,-0.007198779993588691,-0.08501666199313662,-0.0808615107039594,0.18314544244087505,0.13583164241130763,0.13613251694427753,0.2283985766464011,0.4919783640420123,-0.010865329896913458,-0.1530723295573918,-0.05574563497989227,0.0363740618823881,5.395363974492218e-06,0.0,6.1661302565625355e-06,1.5415325641406339e-06,8.072296455988915e-06,0.0,1.1527721866519307e-06,0.0,1.3174539276022067e-06,3.2936348190055167e-07,-0.00023035403961864162,0.0,-4.430893249328085e-05,0.0,-5.063877999232099e-05,-1.2659694998080247e-05,-0.00010689931415382538,0.0,2.2279243995141464e-06,0.0,2.546199313730454e-06,6.365498284326135e-07,0.0005147498300534323,0.0,-7.6083800480394196e-06,0.0,-8.695291483473626e-06,-2.1738228708684066e-06,0.00036738149175509,0.0,-2.1838124007182124e-05,0.0,-2.495785600820814e-05,-6.239464002052035e-06,0.00041478259646202413,0.0,-2.115971297675405e-05,0.0,-2.4182529116290346e-05,-6.0456322790725866e-06,0.0007285199306020577,0.0,-1.77417884057965e-05,0.0,-2.0276329606624573e-05,-5.069082401656143e-06,0.001408332884524238,0.0,1.070647086689925,1.079582902569997,1.0845262888462892,1.0623774459920758,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,B,delay,4,0.212953127082486,-0.03339246731140409,-0.1106360190699576,-0.13259883615925191,0.20252800482961106,0.16713700731523007,0.13856339506318305,0.2159041894884947,0.5357717187690325,0.0002308881399810149,-0.19812223863030543,-0.0700292342521309,0.034532100067223556,5.287456695002373e-06,0.0,6.0428076514312845e-06,1.5107019128578211e-06,-6.678470809589021e-05,0.0,1.129716742918892e-06,0.0,1.2911048490501625e-06,3.227762122625406e-07,-0.00047322849923362993,0.0,-4.3422753843415234e-05,0.0,-4.9626004392474566e-05,-1.2406501098118641e-05,-0.0004013714599486649,0.0,2.1833659115238634e-06,0.0,2.4952753274558448e-06,6.238188318639612e-07,0.0009574894150669498,0.0,-7.456212447078631e-06,0.0,-8.521385653804154e-06,-2.1303464134510386e-06,0.0007339023757834035,0.0,-2.140136152703848e-05,0.0,-2.4458698888043977e-05,-6.114674722010994e-06,0.0007164391892228855,0.0,-2.0736518717218968e-05,0.0,-2.369887853396454e-05,-5.924719633491135e-06,0.0011969052804359998,0.0,-1.7386952637680572e-05,0.0,-1.987080301449208e-05,-4.96770075362302e-06,0.00257863315814857,0.0,1.0795494161745693,1.0891211622146837,1.097024328736939,1.0719347945840179,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,3,6,B,delay,5,0.25556005722263225,-0.06067527260182476,-0.1369772479066746,-0.1692637804627784,0.21521153054752734,0.19349317701862073,0.1328842202970575,0.20353909087023267,0.5613302724342729,0.01179944691186505,-0.23964694388735147,-0.08281520675524692,0.029710262801723553,5.1817075611023255e-06,0.0,5.9219514984026585e-06,1.4804878746006646e-06,-0.00022458647103333455,0.0,1.107122408060514e-06,0.0,1.2652827520691593e-06,3.163206880172898e-07,-0.0008230241348913059,0.0,-4.255429876654693e-05,0.0,-4.8633484304625077e-05,-1.2158371076156269e-05,-0.0008372844771097326,0.0,2.1396985932933863e-06,0.0,2.4453698209067277e-06,6.113424552266819e-07,0.0015027905841522482,0.0,-7.307088198137058e-06,0.0,-8.35095794072807e-06,-2.0877394851820176e-06,0.0012267129778678692,0.0,-2.097333429649771e-05,0.0,-2.3969524910283097e-05,-5.992381227570774e-06,0.0010506355294288752,0.0,-2.032178834287459e-05,0.0,-2.322490096328525e-05,-5.8062252408213124e-06,0.0017068039744402856,0.0,-1.703921358492696e-05,0.0,-1.947338695420224e-05,-4.86834673855056e-06,0.003999302288348319,0.0,1.0831508779089003,1.0930184070303572,1.1038056591934853,1.0773479073177439,,,,,,,,,,,,,,,,,,,,
