seed,condition,env_name,metabolic_load,lesion_mode,help_rate_when_partner_distressed,partner_recovery_rate,mutual_viability,rescue_latency,self_cost_of_help,episode_joint_longevity,partner_final_energy,partner_peak_energy,self_final_energy,joint_homeostatic_margin
0,social_affective_direct,SocialCorridorWorld,low,none,1.0,1.0,0.26904761904761904,12.0,0.06500000000000006,18.0,0.2699999999999999,0.31999999999999995,0.6799999999999997,0.6593253968253968
1,social_affective_direct,SocialCorridorWorld,low,none,1.0,1.0,0.26904761904761904,12.0,0.06500000000000006,18.0,0.2699999999999999,0.31999999999999995,0.6799999999999997,0.6593253968253968
2,social_affective_direct,SocialCorridorWorld,low,none,1.0,1.0,0.26904761904761904,12.0,0.06500000000000006,18.0,0.2699999999999999,0.31999999999999995,0.6799999999999997,0.6593253968253968
3,social_affective_direct,SocialCorridorWorld,low,none,1.0,1.0,0.26904761904761904,12.0,0.06500000000000006,18.0,0.2699999999999999,0.31999999999999995,0.6799999999999997,0.6593253968253968
4,social_affective_direct,SocialCorridorWorld,low,none,1.0,1.0,0.26904761904761904,12.0,0.06500000000000006,18.0,0.2699999999999999,0.31999999999999995,0.6799999999999997,0.6593253968253968
5,social_affective_direct,SocialCorridorWorld,low,none,1.0,1.0,0.26904761904761904,12.0,0.06500000000000006,18.0,0.2699999999999999,0.31999999999999995,0.6799999999999997,0.6593253968253968
6,social_affective_direct,SocialCorridorWorld,low,none,1.0,1.0,0.26904761904761904,12.0,0.06500000000000006,18.0,0.2699999999999999,0.31999999999999995,0.6799999999999997,0.6593253968253968
7,social_affective_direct,SocialCorridorWorld,low,none,1.0,1.0,0.26904761904761904,12.0,0.06500000000000006,18.0,0.2699999999999999,0.31999999999999995,0.6799999999999997,0.6593253968253968
