model,seed,scenic_side,condition,phase,episode_idx,choice_entry,decided,scenic_choice,split_novelty_left,split_novelty_right,split_novelty_delta,split_novelty_scenic,split_novelty_dull,split_valence,split_arousal,split_body_budget,score_base,score_epistemic,score_progress,score_curiosity,score_total,score_other,action,action_random
Recon,0,left,both_familiar,test,4,scenic,True,True,0.125,0.11785113019775793,-0.007148869802242067,0.125,0.11785113019775793,,,,0.6,0.0,0.0,0.10425720702853739,0.40425720702853735,-0.3,forward,False
Recon,0,left,both_familiar,test,5,scenic,True,True,0.11785113019775793,0.11470786693528087,-0.0031432632624770612,0.11785113019775793,0.11470786693528087,,,,0.6,0.0,0.0,0.1,0.39999999999999997,-0.3,forward,False
Recon,0,left,none_familiar,test,1,scenic,True,True,0.5,0.5,0.0,0.5,0.5,,,,0.6,0.0,0.0,0.5,0.8,-0.30000000000000004,forward,False
Recon,0,left,none_familiar,test,2,dull,True,False,0.35355339059327373,0.35355339059327373,0.0,0.35355339059327373,0.35355339059327373,,,,0.6,0.0,0.0,0.25,0.55,-0.29999999999999993,forward,False
Recon,0,left,none_familiar,test,3,scenic,True,True,0.25,0.25,0.0,0.25,0.25,,,,0.6,0.0,0.0,0.1889822365046136,0.48898223650461353,-0.3,forward,False
Recon,0,left,none_familiar,test,4,,False,False,0.22360679774997896,0.22360679774997896,0.0,0.22360679774997896,0.22360679774997896,,,,0.6,0.0,0.0,0.15811388300841897,0.458113883008419,-0.3,turn_left,False
Recon,0,left,none_familiar,test,5,scenic,True,True,0.1889822365046136,0.1889822365046136,0.0,0.1889822365046136,0.1889822365046136,,,,0.6,0.0,0.0,0.1386750490563073,0.4386750490563072,-0.3,forward,False
Recon,1,right,scenic_familiar,test,1,scenic,True,True,0.5,0.15075567228888181,-0.3492443277111182,0.15075567228888181,0.5,,,,0.6,0.0,0.0,0.5,0.9000000000000001,-0.19999999999999996,forward,False
Recon,1,right,scenic_familiar,test,2,dull,True,False,0.35355339059327373,0.14433756729740646,-0.20921582329586727,0.14433756729740646,0.35355339059327373,,,,0.6,0.0,0.0,0.35355339059327373,0.7535533905932736,-0.20000000000000007,forward,False
Recon,1,right,scenic_familiar,test,3,dull,True,False,0.2886751345948129,0.14433756729740646,-0.14433756729740646,0.14433756729740646,0.2886751345948129,,,,0.6,0.0,0.0,0.2886751345948129,0.688675134594813,-0.19999999999999996,forward,False
Recon,1,right,scenic_familiar,test,4,dull,True,False,0.20412414523193154,0.1336306209562122,-0.07049352427571934,0.1336306209562122,0.20412414523193154,,,,0.6,0.0,0.0,0.20412414523193154,0.6041241452319315,-0.20000000000000007,forward,False
Recon,1,right,scenic_familiar,test,5,dull,True,False,0.1889822365046136,0.1336306209562122,-0.0553516155484014,0.1336306209562122,0.1889822365046136,,,,0.6,0.0,0.0,0.1889822365046136,0.5889822365046136,-0.19999999999999996,forward,False
Recon,1,right,dull_familiar,test,1,dull,True,False,0.15075567228888181,0.5,0.3492443277111182,0.5,0.15075567228888181,,,,0.6,0.0,0.0,0.15075567228888181,0.5507556722888818,-0.19999999999999996,forward,False
Recon,1,right,dull_familiar,test,2,dull,True,False,0.14433756729740646,0.5,0.35566243270259357,0.5,0.14433756729740646,,,,0.6,0.0,0.0,0.14433756729740646,0.5443375672974065,-0.19999999999999996,forward,False
Recon,1,right,dull_familiar,test,3,dull,True,False,0.1386750490563073,0.5,0.3613249509436927,0.5,0.1386750490563073,,,,0.6,0.0,0.0,0.1386750490563073,0.5386750490563073,-0.19999999999999996,forward,False
Recon,1,right,dull_familiar,test,4,dull,True,False,0.1336306209562122,0.35355339059327373,0.21992276963706153,0.35355339059327373,0.1336306209562122,,,,0.6,0.0,0.0,0.1336306209562122,0.5336306209562123,-0.19999999999999996,forward,False
Recon,1,right,dull_familiar,test,5,dull,True,False,0.12909944487358055,0.35355339059327373,0.22445394571969318,0.35355339059327373,0.12909944487358055,,,,0.6,0.0,0.0,0.12909944487358055,0.5290994448735806,-0.19999999999999996,forward,False
Recon,1,right,both_familiar,test,1,dull,True,False,0.20412414523193154,0.20412414523193154,0.0,0.20412414523193154,0.20412414523193154,,,,0.6,0.0,0.0,0.20412414523193154,0.6041241452319315,-0.20000000000000007,forward,False
Recon,1,right,both_familiar,test,2,dull,True,False,0.17677669529663687,0.20412414523193154,0.02734744993529467,0.20412414523193154,0.17677669529663687,,,,0.6,0.0,0.0,0.17677669529663687,0.5767766952966369,-0.19999999999999996,forward,False
Recon,1,right,both_familiar,test,3,dull,True,False,0.16666666666666666,0.1889822365046136,0.02231556983794694,0.1889822365046136,0.16666666666666666,,,,0.6,0.0,0.0,0.16666666666666666,0.5666666666666667,-0.19999999999999996,forward,False
Recon,1,right,both_familiar,test,4,dull,True,False,0.15811388300841897,0.17677669529663687,0.018662812288217895,0.17677669529663687,0.15811388300841897,,,,0.6,0.0,0.0,0.15811388300841897,0.5581138830084189,-0.20000000000000007,forward,False
Recon,1,right,both_familiar,test,5,,False,False,0.15075567228888181,0.16666666666666666,0.015910994377784843,0.16666666666666666,0.15075567228888181,,,,0.6,0.0,0.0,0.15075567228888181,0.5507556722888818,-0.19999999999999996,forward,False
Recon,1,right,none_familiar,test,1,,False,False,0.5,0.5,0.0,0.5,0.5,,,,0.6,0.0,0.0,0.5,0.9000000000000001,-0.19999999999999996,turn_left,False
Recon,1,right,none_familiar,test,2,scenic,True,True,0.2886751345948129,0.2886751345948129,0.0,0.2886751345948129,0.2886751345948129,,,,0.6,0.0,0.0,0.2886751345948129,0.688675134594813,-0.19999999999999996,forward,False
