seed,episode,t,env_name,condition,metabolic_load,agent_id,action,energy_true,energy_model,energy_pred,distress_self,distress_other_est,distress_coupled,pe,valence,arousal,Ns,internal,efference,g_eff,precision_eff,has_food,partner_alive,transfer_event,lesion_mode
0,0,0,SocialCorridorWorld,social_affective_direct,high,possessor,STAY,0.6499999999999999,0.7218749999999999,0.60625,0.0,0.49999999999999994,0.37499999999999994,0.043749999999999956,0.2500000000000001,0.4187499999999999,0.5,0.2,0.06000000000000001,1.0,1.0,0,1,0,none
0,0,1,SocialCorridorWorld,social_affective_direct,high,possessor,LEFT,0.5699999999999998,0.6974999999999999,0.6187499999999999,0.0025000000000000577,0.5499999999999999,0.41500000000000004,-0.04875000000000007,0.16999999999999993,0.4637500000000001,0.6215961457896941,0.36863845831587766,0.1525915374947633,1.92726,1.2093749999999999,0,1,0,none
0,0,2,SocialCorridorWorld,social_affective_direct,high,possessor,LEFT,0.48999999999999977,0.6503124999999998,0.5843749999999999,0.04968750000000011,0.6,0.49968750000000006,-0.0943750000000001,0.0006249999999998757,0.5940625000000002,0.8088651657735841,0.5447291412989602,0.2702328186360224,2.0119164290875577,1.231875,0,1,0,none
0,0,3,SocialCorridorWorld,social_affective_direct,high,possessor,LEFT,0.4099999999999998,0.5973046874999999,0.5160156249999999,0.10269531250000008,0.6499999999999999,0.5901953125,-0.10601562500000006,0.0,0.6962109375000001,0.8819244218146125,0.6796072535052211,0.393045149096782,2.2244455401301613,1.29703125,0,1,0,none
0,0,4,SocialCorridorWorld,social_affective_direct,high,possessor,GET,0.3599999999999998,0.5571142578124999,0.4403808593749999,0.14288574218750005,0.7,0.6678857421875,-0.08038085937500006,0.0,0.7482666015625,0.8891601452380414,0.7634284101983493,0.5041601274272522,2.2735182793137376,1.34810546875,1,1,0,none
0,0,5,SocialCorridorWorld,social_affective_direct,high,possessor,EAT,0.4899999999999998,0.6070428466796873,0.3901428222656249,0.09295715332031262,0.7,0.6179571533203125,0.09985717773437491,0.0,0.7178143310546874,0.8927391856500239,0.8151527203790191,0.5974579053127823,2.278361642351228,1.37413330078125,0,1,0,none
0,0,6,SocialCorridorWorld,social_affective_direct,high,possessor,GET,0.43999999999999984,0.6007660675048827,0.4525535583496092,0.09923393249511725,0.7,0.6242339324951172,-0.012553558349609362,0.0,0.6367874908447265,0.8906541358053646,0.8453532865495572,0.6718265196838148,2.2184541832401656,1.3589071655273437,1,1,0,none
0,0,7,SocialCorridorWorld,social_affective_direct,high,possessor,EAT,0.5699999999999998,0.6634122753143309,0.4447075843811034,0.036587724685669065,0.7,0.561587724685669,0.12529241561889642,0.0,0.6868801403045655,0.8849858733027588,0.8612063212508378,0.7286404601539217,2.1214027411167087,1.3183937454223633,0,0,0,none
0,0,8,SocialCorridorWorld,social_affective_direct,high,possessor,GET,0.5199999999999998,0.6619046032428739,0.5230153441429136,0.03809539675712603,0.7,0.5630953967571259,-0.003015344142913823,0.0,0.5661107409000398,0.8885110221787574,0.8721282016220058,0.771686782594347,2.1210407861389484,1.3434400701522828,1,0,0,none
0,0,9,SocialCorridorWorld,social_affective_direct,high,possessor,EAT,0.6499999999999998,0.7263392262160776,0.5211307540535924,0.0,0.7,0.5249999999999999,0.12886924594640736,0.0,0.6538692459464073,0.8798936016414655,0.8752343616297896,0.8027510563049798,1.998345022224088,1.2830553704500198,0,0,0,none
