model,base_model,seed,step,assay_variant,y,x,heading,action,I_total,touch,smell,smell_h,smell_b,vision,texture_cell,texture_cone,is_boundary,valence,arousal,Ns,internal_actuator_mode,bb_err,precision_eff,alpha_eff
random,recon,0,21,neutral_texture,9,13,3,stay,0.03981217599222639,0.0,0.04382725104891158,0.04382725104891158,0.0,0.015221833763313809,0.8236138553216305,0.4256260180224872,False,,,0.5199060879961132,0,,,
random,recon,0,22,neutral_texture,9,13,3,turn_right,0.03981217599222639,0.0,0.04382725104891158,0.04382725104891158,0.0,0.015221833763313809,0.8236138553216305,0.4256260180224872,False,,,0.5199060879961132,0,,,
random,recon,0,23,neutral_texture,9,13,0,forward,0.05333550784613111,0.0,0.04382725104891158,0.04382725104891158,0.0,0.037760720186488336,0.8236138553216305,0.38268284778990785,False,,,0.5266677539230655,0,,,
random,recon,0,24,neutral_texture,8,13,0,turn_left,0.02749926380426058,0.0,0.03928466257751512,0.03928466257751512,0.0,0.0,0.0753887386943477,0.45255459532220976,False,,,0.5137496319021303,0,,,
random,recon,0,25,neutral_texture,8,13,3,stay,0.04480125746396331,0.0,0.03928466257751512,0.03928466257751512,0.0,0.028836656099504542,0.0753887386943477,0.5576685406223829,False,,,0.5224006287319817,0,,,
random,recon,0,26,neutral_texture,8,13,3,turn_right,0.04480125746396331,0.0,0.03928466257751512,0.03928466257751512,0.0,0.028836656099504542,0.0753887386943477,0.5576685406223829,False,,,0.5224006287319817,0,,,
random,recon,0,27,neutral_texture,8,13,0,forward,0.02749926380426058,0.0,0.03928466257751512,0.03928466257751512,0.0,0.0,0.0753887386943477,0.45255459532220976,False,,,0.5137496319021303,0,,,
random,recon,0,28,neutral_texture,7,13,0,stay,0.027562005313237145,0.0,0.0393742933046245,0.0393742933046245,0.0,0.0,0.35181932914803804,0.49296209157510384,False,,,0.5137810026566185,0,,,
random,recon,0,29,neutral_texture,7,13,0,turn_right,0.027562005313237145,0.0,0.0393742933046245,0.0393742933046245,0.0,0.0,0.35181932914803804,0.49296209157510384,False,,,0.5137810026566185,0,,,
random,recon,0,30,neutral_texture,7,13,1,stay,0.08311696552095474,0.0,0.0393742933046245,0.0393742933046245,0.0,0.092591600346196,0.35181932914803804,0.44270726354747103,False,,,0.5415584827604774,0,,,
random,recon,0,31,neutral_texture,7,13,1,forward,0.08311696552095474,0.0,0.0393742933046245,0.0393742933046245,0.0,0.092591600346196,0.35181932914803804,0.44270726354747103,False,,,0.5415584827604774,0,,,
random,recon,0,32,neutral_texture,7,14,1,forward,0.04210894270094997,0.0,0.06015563242992853,0.06015563242992853,0.0,0.0,0.4311328562045973,0.4913173741559893,False,,,0.521054471350475,0,,,
random,recon,0,33,neutral_texture,7,15,1,stay,0.0573811617018125,0.0,0.08197308814544643,0.08197308814544643,0.0,0.0,0.29850727250244835,0.7719349268441171,False,,,0.5286905808509063,0,,,
random,recon,0,34,neutral_texture,7,15,1,forward,0.0573811617018125,0.0,0.08197308814544643,0.08197308814544643,0.0,0.0,0.29850727250244835,0.7719349268441171,False,,,0.5286905808509063,0,,,
random,recon,0,35,neutral_texture,7,16,1,turn_right,0.042259315535381925,0.0,0.06037045076483133,0.06037045076483133,0.0,0.0,0.9762450350517937,0.3648572248672503,False,,,0.5211296577676909,0,,,
random,recon,0,36,neutral_texture,7,16,2,forward,0.09503295981097454,0.0,0.06037045076483133,0.06037045076483133,0.0,0.08795607379265435,0.9762450350517937,0.37449336607895395,False,,,0.5475164799054872,0,,,
random,recon,0,37,neutral_texture,8,16,2,turn_left,0.18539710964621428,0.0,0.10744854951414236,0.10744854951414236,0.0,0.18363854164385773,0.5704313226114667,0.31801794668018235,False,,,0.5926985548231072,0,,,
random,recon,0,38,neutral_texture,8,16,1,turn_left,0.07521398465989965,0.0,0.10744854951414236,0.10744854951414236,0.0,0.0,0.5704313226114667,0.653053218368288,False,,,0.5376069923299498,0,,,
random,recon,0,39,neutral_texture,8,16,0,turn_left,0.07521398465989965,0.0,0.10744854951414236,0.10744854951414236,0.0,0.0,0.5704313226114667,0.7202414725878405,False,,,0.5376069923299498,0,,,
random,recon,0,40,neutral_texture,8,16,3,turn_left,0.27943615632505603,0.0,0.10744854951414236,0.10744854951414236,0.0,0.340370286108594,0.5704313226114667,0.4190193372459158,False,,,0.639718078162528,0,,,
random,recon,0,41,neutral_texture,8,16,2,forward,0.18539710964621428,0.0,0.10744854951414236,0.10744854951414236,0.0,0.18363854164385773,0.5704313226114667,0.31801794668018235,False,,,0.5926985548231072,0,,,
random,recon,0,42,neutral_texture,9,16,2,forward,0.32393599495811054,0.0,0.14092026814657505,0.14092026814657505,0.0,0.37548634542584675,0.13007049345508348,0.3388901731546651,False,,,0.6619679974790553,0,,,
random,recon,0,43,neutral_texture,10,16,2,forward,1.0,1.0,0.1514975727827944,0.1514975727827944,0.0,0.057307409632097704,0.045712602945798264,0.538482735162804,False,,,1.0,0,,,
random,recon,0,44,neutral_texture,11,16,2,forward,0.11230812430393287,0.0,0.12147226352548782,0.12147226352548782,0.0,0.045462566393485684,0.4969348206161799,0.5992868099076347,False,,,0.5561540621519664,0,,,
random,recon,0,45,neutral_texture,12,16,2,turn_right,0.13371045079675772,0.0,0.09457427230039389,0.09457427230039389,0.0,0.11251410031080335,0.7129895409253554,0.5037211171130892,False,,,0.5668552253983788,0,,,
random,recon,0,46,neutral_texture,12,16,3,turn_right,0.17579916919946648,0.0,0.09457427230039389,0.09457427230039389,0.0,0.18266196431531795,0.7129895409253554,0.4509657294446588,False,,,0.5878995845997332,0,,,
random,recon,0,47,neutral_texture,12,16,0,turn_right,0.1629215893952102,0.0,0.09457427230039389,0.09457427230039389,0.0,0.16119933130822414,0.7129895409253554,0.4153874039766488,False,,,0.5814607946976051,0,,,
random,recon,0,48,neutral_texture,12,16,1,turn_left,0.06620199061027572,0.0,0.09457427230039389,0.09457427230039389,0.0,0.0,0.7129895409253554,0.709369695512404,False,,,0.5331009953051379,0,,,
random,recon,0,49,neutral_texture,12,16,0,turn_right,0.1629215893952102,0.0,0.09457427230039389,0.09457427230039389,0.0,0.16119933130822414,0.7129895409253554,0.4153874039766488,False,,,0.5814607946976051,0,,,
random,recon,0,50,neutral_texture,12,16,1,stay,0.06620199061027572,0.0,0.09457427230039389,0.09457427230039389,0.0,0.0,0.7129895409253554,0.709369695512404,False,,,0.5331009953051379,0,,,
random,recon,0,51,neutral_texture,12,16,1,turn_left,0.06620199061027572,0.0,0.09457427230039389,0.09457427230039389,0.0,0.0,0.7129895409253554,0.709369695512404,False,,,0.5331009953051379,0,,,
random,recon,0,52,neutral_texture,12,16,0,turn_left,0.1629215893952102,0.0,0.09457427230039389,0.09457427230039389,0.0,0.16119933130822414,0.7129895409253554,0.4153874039766488,False,,,0.5814607946976051,0,,,
random,recon,0,53,neutral_texture,12,16,3,stay,0.17579916919946648,0.0,0.09457427230039389,0.09457427230039389,0.0,0.18266196431531795,0.7129895409253554,0.4509657294446588,False,,,0.5878995845997332,0,,,
random,recon,0,54,neutral_texture,12,16,3,stay,0.17579916919946648,0.0,0.09457427230039389,0.09457427230039389,0.0,0.18266196431531795,0.7129895409253554,0.4509657294446588,False,,,0.5878995845997332,0,,,
random,recon,0,55,neutral_texture,12,16,3,stay,0.17579916919946648,0.0,0.09457427230039389,0.09457427230039389,0.0,0.18266196431531795,0.7129895409253554,0.4509657294446588,False,,,0.5878995845997332,0,,,
random,recon,0,56,neutral_texture,12,16,3,turn_left,0.17579916919946648,0.0,0.09457427230039389,0.09457427230039389,0.0,0.18266196431531795,0.7129895409253554,0.4509657294446588,False,,,0.5878995845997332,0,,,
random,recon,0,57,neutral_texture,12,16,2,turn_right,0.13371045079675772,0.0,0.09457427230039389,0.09457427230039389,0.0,0.11251410031080335,0.7129895409253554,0.5037211171130892,False,,,0.5668552253983788,0,,,
random,recon,0,58,neutral_texture,12,16,3,stay,0.17579916919946648,0.0,0.09457427230039389,0.09457427230039389,0.0,0.18266196431531795,0.7129895409253554,0.4509657294446588,False,,,0.5878995845997332,0,,,
random,recon,0,59,neutral_texture,12,16,3,turn_right,0.17579916919946648,0.0,0.09457427230039389,0.09457427230039389,0.0,0.18266196431531795,0.7129895409253554,0.4509657294446588,False,,,0.5878995845997332,0,,,
random,recon,0,60,neutral_texture,12,16,0,stay,0.1629215893952102,0.0,0.09457427230039389,0.09457427230039389,0.0,0.16119933130822414,0.7129895409253554,0.4153874039766488,False,,,0.5814607946976051,0,,,
random,recon,0,61,neutral_texture,12,16,0,turn_right,0.1629215893952102,0.0,0.09457427230039389,0.09457427230039389,0.0,0.16119933130822414,0.7129895409253554,0.4153874039766488,False,,,0.5814607946976051,0,,,
random,recon,0,62,neutral_texture,12,16,1,turn_right,0.06620199061027572,0.0,0.09457427230039389,0.09457427230039389,0.0,0.0,0.7129895409253554,0.709369695512404,False,,,0.5331009953051379,0,,,
random,recon,0,63,neutral_texture,12,16,2,turn_left,0.13371045079675772,0.0,0.09457427230039389,0.09457427230039389,0.0,0.11251410031080335,0.7129895409253554,0.5037211171130892,False,,,0.5668552253983788,0,,,
random,recon,0,64,neutral_texture,12,16,1,stay,0.06620199061027572,0.0,0.09457427230039389,0.09457427230039389,0.0,0.0,0.7129895409253554,0.709369695512404,False,,,0.5331009953051379,0,,,
random,recon,0,65,neutral_texture,12,16,1,forward,0.06620199061027572,0.0,0.09457427230039389,0.09457427230039389,0.0,0.0,0.7129895409253554,0.709369695512404,False,,,0.5331009953051379,0,,,
random,recon,0,66,neutral_texture,12,17,1,turn_right,0.057326152876917356,0.0,0.08189450410988194,0.08189450410988194,0.0,0.0,0.709369695512404,0.0,True,,,0.5286630764384587,0,,,
random,recon,0,67,neutral_texture,12,17,2,turn_right,0.1599346557713133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.1710141714906599,0.709369695512404,0.5429405869896903,True,,,0.5799673278856566,0,,,
random,recon,0,68,neutral_texture,12,17,3,stay,0.108990765097133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.08610768703369275,0.709369695512404,0.5475750241831038,True,,,0.5544953825485665,0,,,
random,recon,0,69,neutral_texture,12,17,3,turn_right,0.108990765097133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.08610768703369275,0.709369695512404,0.5475750241831038,True,,,0.5544953825485665,0,,,
random,recon,0,70,neutral_texture,12,17,0,turn_left,0.13763001532055302,0.0,0.08189450410988194,0.08189450410988194,0.0,0.13383977073939277,0.709369695512404,0.30381716909612844,True,,,0.5688150076602765,0,,,
random,recon,0,71,neutral_texture,12,17,3,turn_left,0.108990765097133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.08610768703369275,0.709369695512404,0.5475750241831038,True,,,0.5544953825485665,0,,,
random,recon,0,72,neutral_texture,12,17,2,turn_left,0.1599346557713133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.1710141714906599,0.709369695512404,0.5429405869896903,True,,,0.5799673278856566,0,,,
random,recon,0,73,neutral_texture,12,17,1,turn_left,0.057326152876917356,0.0,0.08189450410988194,0.08189450410988194,0.0,0.0,0.709369695512404,0.0,True,,,0.5286630764384587,0,,,
random,recon,0,74,neutral_texture,12,17,0,turn_right,0.13763001532055302,0.0,0.08189450410988194,0.08189450410988194,0.0,0.13383977073939277,0.709369695512404,0.30381716909612844,True,,,0.5688150076602765,0,,,
random,recon,0,75,neutral_texture,12,17,1,stay,0.057326152876917356,0.0,0.08189450410988194,0.08189450410988194,0.0,0.0,0.709369695512404,0.0,True,,,0.5286630764384587,0,,,
random,recon,0,76,neutral_texture,12,17,1,forward,0.057326152876917356,0.0,0.08189450410988194,0.08189450410988194,0.0,0.0,0.709369695512404,0.0,True,,,0.5286630764384587,0,,,
random,recon,0,77,neutral_texture,12,17,1,stay,0.057326152876917356,0.0,0.08189450410988194,0.08189450410988194,0.0,0.0,0.709369695512404,0.0,True,,,0.5286630764384587,0,,,
random,recon,0,78,neutral_texture,12,17,1,turn_right,0.057326152876917356,0.0,0.08189450410988194,0.08189450410988194,0.0,0.0,0.709369695512404,0.0,True,,,0.5286630764384587,0,,,
random,recon,0,79,neutral_texture,12,17,2,turn_left,0.1599346557713133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.1710141714906599,0.709369695512404,0.5429405869896903,True,,,0.5799673278856566,0,,,
random,recon,0,80,neutral_texture,12,17,1,turn_right,0.057326152876917356,0.0,0.08189450410988194,0.08189450410988194,0.0,0.0,0.709369695512404,0.0,True,,,0.5286630764384587,0,,,
random,recon,0,81,neutral_texture,12,17,2,turn_right,0.1599346557713133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.1710141714906599,0.709369695512404,0.5429405869896903,True,,,0.5799673278856566,0,,,
random,recon,0,82,neutral_texture,12,17,3,turn_left,0.108990765097133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.08610768703369275,0.709369695512404,0.5475750241831038,True,,,0.5544953825485665,0,,,
random,recon,0,83,neutral_texture,12,17,2,turn_left,0.1599346557713133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.1710141714906599,0.709369695512404,0.5429405869896903,True,,,0.5799673278856566,0,,,
random,recon,0,84,neutral_texture,12,17,1,turn_right,0.057326152876917356,0.0,0.08189450410988194,0.08189450410988194,0.0,0.0,0.709369695512404,0.0,True,,,0.5286630764384587,0,,,
random,recon,0,85,neutral_texture,12,17,2,turn_right,0.1599346557713133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.1710141714906599,0.709369695512404,0.5429405869896903,True,,,0.5799673278856566,0,,,
random,recon,0,86,neutral_texture,12,17,3,turn_right,0.108990765097133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.08610768703369275,0.709369695512404,0.5475750241831038,True,,,0.5544953825485665,0,,,
random,recon,0,87,neutral_texture,12,17,0,turn_left,0.13763001532055302,0.0,0.08189450410988194,0.08189450410988194,0.0,0.13383977073939277,0.709369695512404,0.30381716909612844,True,,,0.5688150076602765,0,,,
random,recon,0,88,neutral_texture,12,17,3,stay,0.108990765097133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.08610768703369275,0.709369695512404,0.5475750241831038,True,,,0.5544953825485665,0,,,
random,recon,0,89,neutral_texture,12,17,3,turn_left,0.108990765097133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.08610768703369275,0.709369695512404,0.5475750241831038,True,,,0.5544953825485665,0,,,
random,recon,0,90,neutral_texture,12,17,2,turn_left,0.1599346557713133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.1710141714906599,0.709369695512404,0.5429405869896903,True,,,0.5799673278856566,0,,,
random,recon,0,91,neutral_texture,12,17,1,stay,0.057326152876917356,0.0,0.08189450410988194,0.08189450410988194,0.0,0.0,0.709369695512404,0.0,True,,,0.5286630764384587,0,,,
random,recon,0,92,neutral_texture,12,17,1,turn_left,0.057326152876917356,0.0,0.08189450410988194,0.08189450410988194,0.0,0.0,0.709369695512404,0.0,True,,,0.5286630764384587,0,,,
random,recon,0,93,neutral_texture,12,17,0,forward,0.13763001532055302,0.0,0.08189450410988194,0.08189450410988194,0.0,0.13383977073939277,0.709369695512404,0.30381716909612844,True,,,0.5688150076602765,0,,,
random,recon,0,94,neutral_texture,11,17,0,turn_right,0.07925716410150847,0.0,0.0725695420289766,0.0725695420289766,0.0,0.04743080780204143,0.18728068830903188,0.5388052157391762,True,,,0.5396285820507543,0,,,
random,recon,0,95,neutral_texture,11,17,1,turn_right,0.05079867942028362,0.0,0.0725695420289766,0.0725695420289766,0.0,0.0,0.18728068830903188,0.0,True,,,0.5253993397101419,0,,,
random,recon,0,96,neutral_texture,11,17,2,forward,0.10210293941818732,0.0,0.0725695420289766,0.0725695420289766,0.0,0.08550709999650616,0.18728068830903188,0.6163616617359273,True,,,0.5510514697090937,0,,,
random,recon,0,97,neutral_texture,12,17,2,forward,0.1599346557713133,0.0,0.08189450410988194,0.08189450410988194,0.0,0.1710141714906599,0.709369695512404,0.5429405869896903,True,,,0.5799673278856566,0,,,
random,recon,0,98,neutral_texture,13,17,2,turn_left,0.37774812100708766,0.0,0.1668054125106665,0.1668054125106665,0.0,0.4349738870827018,0.7698203115008191,0.39729008054357556,True,,,0.6888740605035438,0,,,
random,recon,0,99,neutral_texture,13,17,1,stay,0.11676378875746654,0.0,0.1668054125106665,0.1668054125106665,0.0,0.0,0.7698203115008191,0.0,True,,,0.5583818943787333,0,,,
random,recon,0,100,neutral_texture,13,17,1,turn_left,0.11676378875746654,0.0,0.1668054125106665,0.1668054125106665,0.0,0.0,0.7698203115008191,0.0,True,,,0.5583818943787333,0,,,
random,recon,0,101,neutral_texture,13,17,0,stay,0.14921145236507027,0.0,0.1668054125106665,0.1668054125106665,0.0,0.054079439346006196,0.7698203115008191,0.5089501164330394,True,,,0.5746057261825351,0,,,
random,recon,0,102,neutral_texture,13,17,0,turn_left,0.14921145236507027,0.0,0.1668054125106665,0.1668054125106665,0.0,0.054079439346006196,0.7698203115008191,0.5089501164330394,True,,,0.5746057261825351,0,,,
random,recon,0,103,neutral_texture,13,17,3,forward,0.1802646824320046,0.0,0.1668054125106665,0.1668054125106665,0.0,0.1058348227908968,0.7698203115008191,0.5013323443007276,True,,,0.5901323412160023,0,,,
random,recon,0,104,neutral_texture,13,16,3,stay,0.16515341202585335,0.0,0.11923500359339557,0.11923500359339557,0.0,0.13614818251746075,0.5825022517351911,0.48361487192269204,False,,,0.5825767060129267,0,,,
random,recon,0,105,neutral_texture,13,16,3,stay,0.16515341202585335,0.0,0.11923500359339557,0.11923500359339557,0.0,0.13614818251746075,0.5825022517351911,0.48361487192269204,False,,,0.5825767060129267,0,,,
random,recon,0,106,neutral_texture,13,16,3,forward,0.16515341202585335,0.0,0.11923500359339557,0.11923500359339557,0.0,0.13614818251746075,0.5825022517351911,0.48361487192269204,False,,,0.5825767060129267,0,,,
random,recon,0,107,neutral_texture,13,15,3,forward,0.29384526516081366,0.0,0.12803299070808186,0.12803299070808186,0.0,0.340370286108594,0.4752246242920236,0.48104728839820293,False,,,0.6469226325804068,0,,,
random,recon,0,108,neutral_texture,13,14,3,turn_right,1.0,1.0,0.14837825507510066,0.14837825507510066,0.0,0.0,0.17945552722045732,0.6932036454680149,False,,,1.0,0,,,
random,recon,0,109,neutral_texture,13,14,0,turn_left,1.0,1.0,0.14837825507510066,0.14837825507510066,0.0,0.1739089027039491,0.17945552722045732,0.4234937391067761,False,,,1.0,0,,,
random,recon,0,110,neutral_texture,13,14,3,turn_right,1.0,1.0,0.14837825507510066,0.14837825507510066,0.0,0.0,0.17945552722045732,0.6932036454680149,False,,,1.0,0,,,
random,recon,0,111,neutral_texture,13,14,0,forward,1.0,1.0,0.14837825507510066,0.14837825507510066,0.0,0.1739089027039491,0.17945552722045732,0.4234937391067761,False,,,1.0,0,,,
random,recon,0,112,neutral_texture,12,14,0,stay,0.3297491896056161,0.0,0.16517254289518246,0.16517254289518246,0.0,0.3568806826316473,0.533752093995238,0.3517504250885945,False,,,0.6648745948028081,0,,,
random,recon,0,113,neutral_texture,12,14,0,turn_left,0.3297491896056161,0.0,0.16517254289518246,0.16517254289518246,0.0,0.3568806826316473,0.533752093995238,0.3517504250885945,False,,,0.6648745948028081,0,,,
random,recon,0,114,neutral_texture,12,14,3,stay,0.11562078002662772,0.0,0.16517254289518246,0.16517254289518246,0.0,0.0,0.533752093995238,0.6850453570869228,False,,,0.5578103900133139,0,,,
random,recon,0,115,neutral_texture,12,14,3,stay,0.11562078002662772,0.0,0.16517254289518246,0.16517254289518246,0.0,0.0,0.533752093995238,0.6850453570869228,False,,,0.5578103900133139,0,,,
random,recon,0,116,neutral_texture,12,14,3,turn_right,0.11562078002662772,0.0,0.16517254289518246,0.16517254289518246,0.0,0.0,0.533752093995238,0.6850453570869228,False,,,0.5578103900133139,0,,,
random,recon,0,117,neutral_texture,12,14,0,forward,0.3297491896056161,0.0,0.16517254289518246,0.16517254289518246,0.0,0.3568806826316473,0.533752093995238,0.3517504250885945,False,,,0.6648745948028081,0,,,
random,recon,0,118,neutral_texture,11,14,0,stay,1.0,1.0,0.16207295973041516,0.16207295973041516,0.0,0.04305384351684637,0.20977987008694876,0.4341471189930718,False,,,1.0,0,,,
random,recon,0,119,neutral_texture,11,14,0,forward,1.0,1.0,0.16207295973041516,0.16207295973041516,0.0,0.04305384351684637,0.20977987008694876,0.4341471189930718,False,,,1.0,0,,,
random,recon,0,120,neutral_texture,10,14,0,turn_right,0.14628391268584937,0.0,0.13069331913036286,0.13069331913036286,0.0,0.09133098215765896,0.2934082569002835,0.4880702196656675,False,,,0.5731419563429246,0,,,
random,recon,0,121,neutral_texture,10,14,1,turn_left,0.18338588689035645,0.0,0.13069331913036286,0.13069331913036286,0.0,0.15316760583183742,0.2934082569002835,0.38127745756541087,False,,,0.5916929434451782,0,,,
random,recon,0,122,neutral_texture,10,14,0,stay,0.14628391268584937,0.0,0.13069331913036286,0.13069331913036286,0.0,0.09133098215765896,0.2934082569002835,0.4880702196656675,False,,,0.5731419563429246,0,,,
random,recon,0,123,neutral_texture,10,14,0,forward,0.14628391268584937,0.0,0.13069331913036286,0.13069331913036286,0.0,0.09133098215765896,0.2934082569002835,0.4880702196656675,False,,,0.5731419563429246,0,,,
random,recon,0,124,neutral_texture,9,14,0,stay,0.07209347447337722,0.0,0.10299067781911032,0.10299067781911032,0.0,0.0,0.6442005180032749,0.41585379242011683,False,,,0.5360467372366886,0,,,
random,recon,0,125,neutral_texture,9,14,0,forward,0.07209347447337722,0.0,0.10299067781911032,0.10299067781911032,0.0,0.0,0.6442005180032749,0.41585379242011683,False,,,0.5360467372366886,0,,,
random,recon,0,126,neutral_texture,8,14,0,turn_right,0.06407226326320453,0.0,0.09153180466172077,0.09153180466172077,0.0,0.0,0.37948651670215705,0.483262851048358,False,,,0.5320361316316022,0,,,
random,recon,0,127,neutral_texture,8,14,1,turn_right,0.29382355713537117,0.0,0.09153180466172077,0.09153180466172077,0.0,0.38291882312027775,0.37948651670215705,0.46562553648278837,False,,,0.6469117785676856,0,,,
random,recon,0,128,neutral_texture,8,14,2,stay,0.11308561822756406,0.0,0.09153180466172077,0.09153180466172077,0.0,0.08168892494059922,0.37948651670215705,0.5111287712330465,False,,,0.5565428091137821,0,,,
random,recon,0,129,neutral_texture,8,14,2,turn_left,0.11308561822756406,0.0,0.09153180466172077,0.09153180466172077,0.0,0.08168892494059922,0.37948651670215705,0.5111287712330465,False,,,0.5565428091137821,0,,,
random,recon,0,130,neutral_texture,8,14,1,stay,0.29382355713537117,0.0,0.09153180466172077,0.09153180466172077,0.0,0.38291882312027775,0.37948651670215705,0.46562553648278837,False,,,0.6469117785676856,0,,,
random,recon,0,131,neutral_texture,8,14,1,turn_right,0.29382355713537117,0.0,0.09153180466172077,0.09153180466172077,0.0,0.38291882312027775,0.37948651670215705,0.46562553648278837,False,,,0.6469117785676856,0,,,
random,recon,0,132,neutral_texture,8,14,2,stay,0.11308561822756406,0.0,0.09153180466172077,0.09153180466172077,0.0,0.08168892494059922,0.37948651670215705,0.5111287712330465,False,,,0.5565428091137821,0,,,
