model,seed,curiosity,w_epistemic,unique_viewpoints,scan_depth,sensory_entropy,neutral_sensory_entropy,viewpoint_entropy,unique_states,travel_distance,net_displacement,tortuosity,cycle_score,cycle_best_L,action_entropy,move_ratio,turn_ratio,turn_in_place_rate,blocked_forward_rate,true_stall_rate,revisit_rate,scan_events,hazard_contacts,boundary_hugging_fraction,internal_actuator_fraction,max_occupancy_fraction,occupancy_entropy,dwell_mean,dwell_median,dwell_p90,dwell_p99,dwell_max,vp_dwell_mean,vp_dwell_p90,vp_dwell_max,mean_valence,mean_arousal,mean_Ns,mean_bb_err,mean_precision_eff,mean_alpha_eff
random,2.0,0.0,0.0,83.4,2.575131790252758,1.5489275435808052,4.224832758667423,6.076998405101346,32.6,44.6,9.4,4.922438108696663,0.8,0.4,1.9923000902224763,0.22799999999999998,0.504,0.504,0.005,0.273,0.583,79.6,18.2,0.14300000000000002,0.0,0.12,4.552029510545513,4.443892339544513,3.2,8.48,16.989999999999988,19.2,1.3750850357959252,2.2,5.0,,,0.5880446073539899,,,
Recon_epistemic,2.0,0.0,0.35,19.4,1.0475437486822687,0.3719945713016043,0.7694497472726548,0.8284692972813087,18.4,17.4,15.0,1.1333332530501152,212.0,2.0,0.0434074425794587,0.9949999999999999,0.005,0.005,0.908,0.908,0.9029999999999999,0.0,38.6,0.952,0.0,0.908,0.8184692972813089,12.662871600253004,1.0,8.860000000000007,150.8799999999999,181.6,12.206273258904838,8.640000000000006,181.6,,,0.606719557698013,,,
Recon_curiosity,2.0,1.0,0.35,133.0,1.75,1.7412158013033907,4.808875840094453,6.846210390412226,76.0,172.2,13.8,12.573698708567218,3.4,1.6,0.40123921846932226,0.9359999999999999,0.064,0.064,0.075,0.075,0.335,1.4,17.6,0.96,0.0,0.075,5.953118681022864,1.1631396909821359,1.0,1.0,5.495999999999998,8.4,1.082384380459219,1.0,7.0,,,0.5814793297015658,,,
Ipsundrum_curiosity,2.0,1.0,0.35,142.0,1.8684210526315788,1.731651466505293,4.792439196696614,6.949568651524572,76.0,173.8,14.2,12.53079272832257,2.4,1.6,0.4138461270420749,0.9339999999999999,0.066,0.066,0.065,0.065,0.29,1.6,15.8,0.96,1.0,0.075,5.958584064771858,1.1504067367760906,1.0,1.0,5.287999999999999,8.4,1.0689970433736793,1.0,7.0,,,0.7001415727644368,,1.0,0.7289204197031716
Ipsundrum_Affect_no_curiosity,2.0,0.0,0.35,68.2,1.8539013549579568,0.0449442840397507,3.7807948974991086,5.0820921072570515,37.2,87.6,12.8,7.272582339180111,45.0,2.8,1.2879427977916709,0.607,0.39299999999999996,0.39299999999999996,0.16899999999999998,0.16899999999999998,0.659,44.8,0.0,0.257,1.0,0.23000000000000004,3.975904097542646,2.365776070396624,1.0,3.0,21.48600000000006,38.6,1.2180497057216813,1.0,34.0,0.5251631382633808,0.17542335318113011,0.6834313201007197,1.4245105852098576,1.0874116581651705,0.8157279518373981
Ipsundrum_Affect_curiosity,2.0,1.0,0.35,146.2,2.0354114774114773,0.047669877738366215,4.719979684066791,6.981630920513787,73.0,124.8,12.8,10.233734670216695,4.0,0.4,1.257361503681976,0.661,0.339,0.339,0.037,0.037,0.269,27.4,0.0,0.42800000000000005,1.0,0.072,5.778161853538117,1.6053618382937451,1.0,2.8,6.143999999999991,12.2,1.0385477493526805,1.0,6.0,0.5364298615349594,0.17526354507532801,0.6769885220870572,1.3907104153951217,1.0873234940743746,0.8162106532943779
