task,model,horizon,seed,T,success,time_to_goal,hazard_contacts,min_dist_to_goal,final_dist_to_goal,forward_frac,turn_frac,stay_frac,unique_pos_frac,mean_Ns,mean_alpha_eff,mean_valence,mean_arousal
corridor,Ipsundrum,2,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,3,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,3,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,3,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,3,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,3,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,3,5,80,False,80,6,4.0,13.341664064126334,0.9,0.1,0.0,0.275,0.7042140618784647,0.8377509887239141,,
corridor,Ipsundrum,3,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,3,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,3,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.7004906944447811,0.8398505355150251,,
corridor,Ipsundrum,3,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,4,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,4,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,4,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,4,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,4,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,4,5,80,False,80,6,4.0,13.341664064126334,0.9,0.1,0.0,0.275,0.7042140618784647,0.8377509887239141,,
corridor,Ipsundrum,4,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,4,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,4,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.7004906944447811,0.8398505355150251,,
corridor,Ipsundrum,4,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,5,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,5,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,5,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,5,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,5,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,5,5,80,False,80,6,4.0,13.341664064126334,0.9,0.1,0.0,0.275,0.7042140618784647,0.8377509887239141,,
corridor,Ipsundrum,5,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,5,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,5,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.7004906944447811,0.8398505355150251,,
corridor,Ipsundrum,5,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,6,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,6,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,6,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,6,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,6,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,6,5,80,False,80,6,4.0,13.341664064126334,0.9,0.1,0.0,0.275,0.7042140618784647,0.8377509887239141,,
corridor,Ipsundrum,6,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,6,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,6,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.7004906944447811,0.8398505355150251,,
corridor,Ipsundrum,6,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,7,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,7,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,7,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,7,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,7,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,7,5,80,False,80,6,4.0,13.341664064126334,0.9,0.1,0.0,0.275,0.7042140618784647,0.8377509887239141,,
corridor,Ipsundrum,7,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,7,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,7,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.7004906944447811,0.8398505355150251,,
corridor,Ipsundrum,7,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,8,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,8,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,8,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,8,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,8,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,8,5,80,False,80,6,4.0,13.341664064126334,0.9,0.1,0.0,0.275,0.7042140618784647,0.8377509887239141,,
corridor,Ipsundrum,8,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,8,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,8,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.7004906944447811,0.8398505355150251,,
corridor,Ipsundrum,8,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,9,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,9,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,9,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,9,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,9,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,9,5,80,False,80,6,4.0,13.341664064126334,0.9,0.1,0.0,0.275,0.7042140618784647,0.8377509887239141,,
corridor,Ipsundrum,9,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,9,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,9,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.7004906944447811,0.8398505355150251,,
corridor,Ipsundrum,9,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,10,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,10,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,10,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,10,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,10,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,10,5,80,True,70,6,1.4142135623730951,1.0,0.8875,0.1125,0.0,0.475,0.7211513884875982,0.838651272888615,,
corridor,Ipsundrum,10,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,10,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,10,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.7004906944447811,0.8398505355150251,,
corridor,Ipsundrum,10,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,11,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,11,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,11,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,11,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,11,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,11,5,80,True,70,6,1.4142135623730951,1.0,0.8875,0.1125,0.0,0.475,0.7211513884875982,0.838651272888615,,
corridor,Ipsundrum,11,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,11,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,11,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.7004906944447811,0.8398505355150251,,
corridor,Ipsundrum,11,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,12,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,12,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,12,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,12,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,12,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,12,5,80,True,70,6,1.4142135623730951,1.0,0.8875,0.1125,0.0,0.475,0.7211513884875982,0.838651272888615,,
corridor,Ipsundrum,12,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,12,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,12,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.7004906944447811,0.8398505355150251,,
corridor,Ipsundrum,12,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,13,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,13,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,13,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,13,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,13,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,13,5,80,True,70,6,1.4142135623730951,1.0,0.8875,0.1125,0.0,0.475,0.7211513884875982,0.838651272888615,,
corridor,Ipsundrum,13,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,13,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,13,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.7004906944447811,0.8398505355150251,,
corridor,Ipsundrum,13,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,14,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,14,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,14,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,14,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,14,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,14,5,80,True,70,6,1.4142135623730951,1.0,0.8875,0.1125,0.0,0.475,0.7211513884875982,0.838651272888615,,
corridor,Ipsundrum,14,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,14,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,14,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.6966696348128563,0.8405423611761957,,
corridor,Ipsundrum,14,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,15,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,15,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,15,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,15,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,15,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,15,5,80,True,70,6,1.4142135623730951,1.0,0.8875,0.1125,0.0,0.475,0.7211513884875982,0.838651272888615,,
corridor,Ipsundrum,15,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,15,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,15,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.6966696348128563,0.8405423611761957,,
corridor,Ipsundrum,15,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,16,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,16,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,16,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,16,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,16,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,16,5,80,True,70,6,1.4142135623730951,1.0,0.8875,0.1125,0.0,0.475,0.7211513884875982,0.838651272888615,,
corridor,Ipsundrum,16,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,16,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,16,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.6966696348128563,0.8405423611761957,,
corridor,Ipsundrum,16,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,17,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,17,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,17,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,17,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,17,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,17,5,80,True,70,6,1.4142135623730951,1.0,0.8875,0.1125,0.0,0.475,0.7211513884875982,0.838651272888615,,
corridor,Ipsundrum,17,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,17,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,17,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.6966696348128563,0.8405423611761957,,
corridor,Ipsundrum,17,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,18,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,18,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,18,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,18,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,18,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,18,5,80,True,70,6,1.4142135623730951,1.0,0.8875,0.1125,0.0,0.475,0.7211513884875982,0.838651272888615,,
corridor,Ipsundrum,18,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,18,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,18,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.6966696348128563,0.8405423611761957,,
corridor,Ipsundrum,18,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,19,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,19,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,19,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,19,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,19,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,19,5,80,True,70,6,1.4142135623730951,1.0,0.8875,0.1125,0.0,0.475,0.7211513884875982,0.838651272888615,,
corridor,Ipsundrum,19,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,19,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,19,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.6966696348128563,0.8405423611761957,,
corridor,Ipsundrum,19,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum,20,0,80,False,80,0,2.0,2.8284271247461903,0.9125,0.0875,0.0,0.35,0.685935877826841,0.8445307554079357,,
corridor,Ipsundrum,20,1,80,False,80,3,1.0,16.278820596099706,0.9375,0.0625,0.0,0.4125,0.6956883780262272,0.8404882700265486,,
corridor,Ipsundrum,20,2,80,True,15,3,0.0,1.4142135623730951,0.95,0.05,0.0,0.2875,0.6925018922019992,0.8410611777053468,,
corridor,Ipsundrum,20,3,80,True,15,3,0.0,2.23606797749979,0.975,0.025,0.0,0.2375,0.692462248736154,0.8410766596358981,,
corridor,Ipsundrum,20,4,80,True,15,3,0.0,2.23606797749979,0.9875,0.0125,0.0,0.2375,0.692459930238553,0.8410773183341982,,
corridor,Ipsundrum,20,5,80,True,70,6,1.4142135623730951,1.0,0.8875,0.1125,0.0,0.475,0.7211513884875982,0.838651272888615,,
corridor,Ipsundrum,20,6,80,False,80,0,11.0,11.40175425099138,0.9875,0.0125,0.0,0.1,0.6803328323678397,0.8454513025831119,,
corridor,Ipsundrum,20,7,80,True,59,5,1.0,2.23606797749979,0.9,0.1,0.0,0.475,0.7017013149703765,0.8390818836728391,,
corridor,Ipsundrum,20,8,80,True,15,3,0.0,16.0,0.9125,0.0875,0.0,0.525,0.6966696348128563,0.8405423611761957,,
corridor,Ipsundrum,20,9,80,True,41,0,3.0,3.1622776601683795,0.975,0.025,0.0,0.25,0.6837474298930948,0.8448605111868257,,
corridor,Ipsundrum+affect,1,0,80,False,80,0,11.0,12.041594578792296,0.375,0.625,0.0,0.125,0.735990335411178,0.9841628121777403,0.5720240661393324,0.18867134977435035
corridor,Ipsundrum+affect,1,1,80,False,80,0,10.0,10.44030650891055,0.6125,0.3875,0.0,0.3125,0.7411820144389374,0.9846577914895029,0.5681651383918285,0.1895930068938331
corridor,Ipsundrum+affect,1,2,80,False,80,0,11.0,16.0,0.675,0.325,0.0,0.1375,0.7458847524153771,0.9849779493771778,0.562878538367199,0.18978631930459883
corridor,Ipsundrum+affect,1,3,80,True,59,0,1.4142135623730951,2.23606797749979,0.675,0.325,0.0,0.4625,0.5685948275784515,0.9840069232752731,0.6700420096686998,0.20305358796959508
corridor,Ipsundrum+affect,1,4,80,True,47,0,1.0,3.605551275463989,0.675,0.325,0.0,0.5,0.4840666335030145,0.9851840689843414,0.7206038178245107,0.19244287280904465
corridor,Ipsundrum+affect,1,5,80,False,80,0,11.0,13.341664064126334,0.825,0.175,0.0,0.1875,0.7479744831661128,0.9851435548011356,0.5615539322200513,0.1921666909162416
corridor,Ipsundrum+affect,1,6,80,True,29,0,1.0,3.1622776601683795,0.6625,0.3375,0.0,0.4375,0.37869964654349325,0.9874938132468944,0.7990862687250097,0.16333490610671056
