model,arch_seed,env_seed,step,phase,lambda,phi_norm,plasticity_open,delta_w_norm,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,p_0,p_1,p_2,p_3,delta_w_in_0_0,delta_w_in_0_1,delta_w_in_0_2,delta_w_in_0_3,delta_w_in_0_4,delta_w_in_0_5,delta_w_in_1_0,delta_w_in_1_1,delta_w_in_1_2,delta_w_in_1_3,delta_w_in_1_4,delta_w_in_1_5,delta_w_in_2_0,delta_w_in_2_1,delta_w_in_2_2,delta_w_in_2_3,delta_w_in_2_4,delta_w_in_2_5,delta_w_in_3_0,delta_w_in_3_1,delta_w_in_3_2,delta_w_in_3_3,delta_w_in_3_4,delta_w_in_3_5,delta_w_in_4_0,delta_w_in_4_1,delta_w_in_4_2,delta_w_in_4_3,delta_w_in_4_4,delta_w_in_4_5,delta_w_in_5_0,delta_w_in_5_1,delta_w_in_5_2,delta_w_in_5_3,delta_w_in_5_4,delta_w_in_5_5,delta_w_in_6_0,delta_w_in_6_1,delta_w_in_6_2,delta_w_in_6_3,delta_w_in_6_4,delta_w_in_6_5,delta_w_in_7_0,delta_w_in_7_1,delta_w_in_7_2,delta_w_in_7_3,delta_w_in_7_4,delta_w_in_7_5,precision_vec_0,precision_vec_1,precision_vec_2,precision_vec_3,workspace_0,workspace_1,workspace_2,workspace_3,workspace_4,workspace_5,workspace_6,workspace_7,selector_logits_0,selector_logits_1,selector_logits_2,selector_logits_3,selector_weights_0,selector_weights_1,selector_weights_2,selector_weights_3,sel_touch,sel_smell,sel_vision,sel_efference
perspective_plastic,0,1,14,down,0.375,0.5649329129530263,0.3968644965281641,0.06884554457923048,-0.20126041443596288,-0.22886702889972044,-0.3787282943518563,0.32217740859654564,0.28727211325132973,-0.018575956095113828,0.18409268989463384,0.6206152503937689,0.12295994162774398,-0.5213125260340634,-0.16954924546994368,-0.05929884023359999,-0.0033895595146322755,-0.004372667439493984,-0.002079485128867162,-0.000665715297966386,-0.006245178709758974,0.0,0.0027925007646105848,0.002578546392362716,0.0007340003991426402,-0.003516701233277385,-0.0039463233836145575,0.0,-0.016723752069914607,-0.017376898903511916,-0.012727008383598852,-0.0012562772159166128,-0.019353638000286635,0.0,0.011815649539706319,0.013354815586298502,0.008462874599890055,0.0019307221005115667,0.01677458128219938,0.0,0.0091032096291634,0.010681117619491174,0.005958775281616766,0.0006072614886158225,0.012828442689472645,0.0,-0.003130674063181703,-0.0026268133632255147,-0.0016993544007255737,0.002172954204919737,0.001415580559795421,0.0,0.003215084477831673,0.00400486769185905,0.003200047189488054,0.0031616235199415366,0.009690727335569544,0.0,0.02084578470402503,0.023862813751963866,0.015165013418460204,0.00375454795354089,0.03186939888028735,0.0,1.1004650749730567,1.1085143679013338,1.1406676482071603,1.1302480503568204,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,1,15,down,0.25,0.5722233177081184,0.3958953314172763,0.06882079462584673,-0.2419661824372083,-0.2684583199364702,-0.22200824025685947,0.28127493387054897,0.3037972453702092,0.007691031237332868,0.15613174448580638,0.5681747456631504,0.11356789732262636,-0.5291454127897899,-0.17374067325088757,-0.06603914451637617,-0.0030366719326598507,-0.004237255641807953,-0.0016918807155443737,-0.0007014521241403277,-0.007090170622966394,0.0,0.0030529614732360223,0.002580184737347465,0.0011032191946387878,-0.003500788799227693,-0.004943483294788348,0.0,-0.016127696060536077,-0.016985358202674227,-0.01215499361570865,-0.0012761569505088562,-0.01985646145727477,0.0,0.011247924663545641,0.013031969709050913,0.00789139038388127,0.0019491274197261969,0.01756655005756124,0.0,0.008563196662148484,0.010407281709487117,0.005405165860785084,0.000656701719564838,0.01378961250644298,0.0,-0.003077122531120946,-0.0025758014822402733,-0.001676365584957683,0.002131054238652039,0.0014180976223233598,0.0,0.002966820729894737,0.00389382454132595,0.0029127758702173824,0.0031300419139396697,0.010122750138903451,0.0,0.01975941773290842,0.02327294347760656,0.014049216055276852,0.0037946367863054132,0.03350947842448216,0.0,1.0617543419245132,1.071639477036521,1.1045365674569327,1.0960556647937165,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,1,16,down,0.125,0.5787761232383948,0.3948183547242821,0.06990276565475234,-0.24222912975507352,-0.3136145518763915,-0.2283601708693086,0.29984333194646284,0.30139618185356015,-0.023468677490064163,0.15651843574500923,0.561042936953326,0.10495482337311664,-0.5358438861567726,-0.1769031570424812,-0.07445057809308456,-0.0029759384940066537,-0.004152510528971793,-0.0017090286550532868,-0.0008643046534309497,-0.00797095414145457,0.0,0.0029919022437713016,0.0025285810426005154,0.0010151437094819556,-0.003659781957564977,-0.006168559028969052,0.0,-0.015805142139325355,-0.016645651038620743,-0.011959960091954326,-0.0014173879339060647,-0.020423370395281228,0.0,0.011022966170274729,0.012771330314869895,0.007796675044773889,0.0021290977276380123,0.01848102830441515,0.0,0.008391932728905514,0.010199136075297375,0.005360501863466684,0.0008636544700564037,0.01478618496700174,0.0,-0.003015580080498527,-0.002524285452595468,-0.0016477780735230933,0.002071295757703387,0.0012906610337576634,0.0,0.002907484315296842,0.003815948050499431,0.0028874651069701303,0.0031817346247236546,0.010581048477422646,0.0,0.01936422937825025,0.02280748460805443,0.01388632275355522,0.004128431178717148,0.03520777020094463,0.0,1.036862952283969,1.0508716857712375,1.0835510722164012,1.0740309328056226,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,1,17,down,0.0,0.5829110633887483,0.3939035983071804,0.07096345424107041,-0.2532458469788231,-0.32631915002309897,-0.21234331267674245,0.2922300951886594,0.3145006820826227,-0.05242316037009485,0.12897641285172057,0.5618886761262297,0.09460436093828588,-0.5401200431389916,-0.17945593679238964,-0.08307363277213503,-0.0029164197241265204,-0.004069460318392357,-0.001674848081952221,-0.0008470185603623307,-0.008889677264040781,0.0,0.0029320641988958753,0.002478009421748505,0.0009948408352923165,-0.0035865863184136775,-0.0074344246405119545,0.0,-0.015489039296538847,-0.016312738017848327,-0.01172076089011524,-0.0013890401752279433,-0.020918911049761076,0.0,0.010802506846869234,0.012515903708572498,0.0076407415438784106,0.002086515773085252,0.019355517377533573,0.0,0.008224094074327403,0.009995153353791428,0.00525329182619735,0.0008463813806552756,0.015829383358706026,0.0,-0.0029552684788885565,-0.0024737997435435584,-0.0016148225120526315,0.002029869842549319,0.0010416669696036419,0.0,0.002849334628990905,0.0037396290894894423,0.0028297158048307277,0.0031180999322291815,0.010918518108400948,0.0,0.018976944790685246,0.02235133491589334,0.013608596298484115,0.004045862555142805,0.03689574048705512,0.0,1.0447944173593273,1.062820977293582,1.0951682332589732,1.0853887354936271,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,0,up,0.0,0.03894871338363421,0.436196660186045,0.0,0.04843299480695933,0.005553963744958472,-0.04239994301905195,0.047090993902828455,0.029556782741897894,0.047605081205786194,0.19210067975981704,0.2398437924650532,0.003505225589415088,-0.036514610267112765,-0.010911275634143078,0.007234844081555259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,1,up,0.125,0.08903883944179235,0.4342502574208242,0.0003595385874006022,0.04220357045805709,-0.0031456082914677486,-0.03705347720687855,0.09742859154758932,0.07323323078426389,0.10530251577545777,0.2542329008705019,0.3671295418806646,0.006514594546436452,-0.08303385922111073,-0.026197328785740867,0.017451451927486532,-1.2968463100740444e-05,-2.162803898431457e-06,-1.5168230838734715e-05,2.158563491564608e-06,2.4493357842784024e-05,0.0,9.66593693721351e-07,1.612028035041745e-07,1.1305515664993167e-06,-1.6088674827816436e-07,-1.8255922112731833e-06,0.0,1.1385924145661808e-05,1.8988773718356955e-06,1.3317254667120962e-05,-1.8951544209696114e-06,-2.1504438290345043e-05,0.0,-2.993820382324571e-05,-4.99291731317448e-06,-3.501645360444858e-05,4.983128168224377e-06,5.65438736816157e-05,0.0,-2.2503367389676e-05,-3.7529790801076264e-06,-2.6320487521452857e-05,3.7456209658218285e-06,4.2501800395414685e-05,0.0,-3.235773123997507e-05,-5.396431845977157e-06,-3.7846391901107876e-05,5.3858515679072135e-06,6.111360182657956e-05,0.0,-7.812158919610732e-05,-1.3028658550553663e-05,-9.137291668337347e-05,1.300311448101335e-05,0.00014754717074515764,0.0,-0.00011281287022392672,-1.881426608675162e-05,-0.0001319486853487706,1.8777378718846082e-05,0.00021306811595187613,0.0,1.0521560524759321,1.0528343386765409,1.0548234761085655,1.0507701450792315,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,2,up,0.25,0.14451045096636425,0.4314796279726115,0.0018339345342880068,0.036268340767869355,0.045450500176285547,-0.168553813675953,0.17733738935158186,0.1385439430195652,0.08470328522158233,0.2388064006556069,0.5004771123811951,0.01578830274292989,-0.13513525511584065,-0.04225677071977532,0.024224534837898624,3.7866747642033305e-05,5.487785372433229e-05,1.0577183011155979e-05,-1.0486612166075402e-05,8.517678829485e-05,0.0,6.432753352429371e-05,7.158557521621282e-05,3.2991226030800125e-05,-1.595015884116473e-05,7.48716356980616e-05,0.0,-0.00022388841574223664,-0.00026302933768285327,-0.00010518869927461335,5.67094174081394e-05,-0.00030537168402660226,0.0,0.0002179557908197906,0.0002738009804012314,9.008511619802137e-05,-5.673519440042563e-05,0.0003545254636193464,0.0,0.00017114485437946374,0.00021405039629147752,7.139376552773841e-05,-4.446855950028729e-05,0.000275331874335013,0.0,8.640731451430955e-05,0.0001278266892073243,2.232944254218507e-05,-2.4153351697027028e-05,0.00020275916343254164,0.0,0.000256453999750177,0.0003625273933067428,7.797596871391494e-05,-7.023398081268826e-05,0.0005473876070550962,0.0,0.0005873537565174256,0.0007680853157085301,0.0002217723357765578,-0.00015549679869892119,0.0010529544233070902,0.0,1.0634568651408005,1.0653180770956612,1.0699385765237666,1.0599280358665475,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,3,up,0.375,0.1985044772311294,0.42819658607185895,0.0035313539058362095,0.032964025845599904,-0.031675136290128206,-0.2350144510553268,0.20309049109232252,0.13223332352471026,0.12655982707793434,0.26992674219523033,0.5408327500813517,0.0317861286518571,-0.18529134841978784,-0.05812266600344883,0.026125493364908613,5.601499791737725e-05,5.378029664984565e-05,5.805089553279506e-05,1.796800777413593e-05,0.00015905236472500104,0.0,4.487460379706663e-05,7.015386371188857e-05,-1.3489366731683377e-05,-4.27716715554783e-05,7.502252360588397e-07,0.0,-0.0003541965426664157,-0.0002577687509291962,-0.00044305323976333343,-0.00014579449465931124,-0.0008380996355383832,0.0,0.00033007348540160894,0.00026832496079320673,0.00038207101558261543,0.00011841551530182844,0.000813075864960006,0.0,0.00024356064215433695,0.00020976938836564797,0.0002612525958395357,6.972357969008039e-05,0.0005730065667484173,0.0,0.0001572639795724095,0.0001252701554231778,0.00020496236603036733,8.477120605462585e-05,0.0004888772561781259,0.0,0.00040613377271022944,0.00035527684544060795,0.00046688835080591773,0.00016245466136936008,0.0011553212873167719,0.0,0.0008857860174532536,0.0007527236093943595,0.0009996972827813453,0.00031102013617737413,0.0022719034360708483,0.0,1.105897883480816,1.1079735685069636,1.1157554394273725,1.1014720833776663,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,4,up,0.5,0.2512244992809459,0.4244445076403969,0.005982523574817854,0.0035835410224237356,-0.13012999836425054,-0.27331638224889915,0.2655747055501305,0.11704515582788483,0.1658296593867289,0.3273987339641212,0.5562921312366635,0.05102559263066164,-0.2334011768126245,-0.07425591062225556,0.022805445310130717,5.4894697959029703e-05,5.2704690716848737e-05,5.960621850599171e-05,2.697834167067803e-05,0.0001654155138015371,0.0,4.3977111721125294e-05,6.875078643765079e-05,-0.00011185872781494728,-0.0003821602213895181,-0.00034584550776580375,0.0,-0.0003471126118130874,-0.00025261337591061226,-0.0006413672731973647,-0.0008575044078625238,-0.0015492727235987371,0.0,0.00032347201569357675,0.0002629584615773426,0.0005757364662929133,0.000810431257917362,0.0015041306934455625,0.0,0.00023868942931125022,0.000205574000598335,0.0003447483203957154,0.0003743608497497092,0.0008732777493595343,0.0,0.00015411869998096131,0.00012276475231471425,0.00032656277743526603,0.0005166617695035146,0.0009207608566715025,0.0,0.00039801109725602483,0.0003481713085317958,0.0007057203579945353,0.0010152376188618186,0.002004189757079999,0.0,0.0008680702971041886,0.0007376691372064722,0.0014013753788264147,0.001759307171940197,0.0037080617288706074,0.0,1.102062050999638,1.1029289183994364,1.1142553229301526,1.098140257491058,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,5,up,0.625,0.29066407937027994,0.42222360107546875,0.007008992753597241,-0.10352778983547697,-0.16421355712735902,-0.0502459040595154,0.22747364175348328,0.1713411598688652,0.21840481382868038,0.2711904478965991,0.5137068608716826,0.05042718837627237,-0.27080165618145136,-0.08962355706912023,0.024016384746615976,0.00027393540715296477,8.831599976619894e-05,0.00031860395040295684,-1.0190434986267626e-05,-7.574341884697397e-05,0.0,0.0003922766946498033,0.0001255336453947385,0.00030308600955104934,-0.0004326174830244677,-0.0007162021473193279,0.0,-0.00023332887139857836,-0.00022976601861486292,-0.0005022600701605763,-0.0008581318436483023,-0.0016337250619282494,0.0,-0.00016669102833136395,0.0001771372255904266,-7.473401569623936e-06,0.0008747051753338397,0.001996658939427732,0.0,-0.0001304194199973969,0.00014078033405744706,-9.276756267392547e-05,0.00042749591886956183,0.001249461103303912,0.0,-0.0003133735751144709,4.2959206682340045e-05,-0.00022887150413602704,0.0005836024309571181,0.0014041212592132432,0.0,-0.00018660092497670545,0.00024516307119775967,1.0040124196639632e-05,0.0010908828701882078,0.0025871542943347882,0.0,-0.00024162304176313099,0.00054098132856923,8.228085913624273e-05,0.0019058758638413507,0.004814119803229627,0.0,1.0944680780896632,1.0937412819874608,1.1087929715248912,1.0926616314437205,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,6,up,0.75,0.3345346081205105,0.418793732892558,0.01446748822545849,-0.09870233359753883,0.013646242280533419,-0.3357070920352073,0.3348814658241037,0.2730805948965766,0.02618362479272686,0.1624517501659861,0.6530894461024623,0.05922192142136097,-0.31262292826194726,-0.1017960574814899,0.017624853464816286,-0.00040245655550650764,-0.0006696801918957939,-2.932472388587009e-05,0.00015756367824324412,-0.0005775012510095638,0.0,0.00047718930017105553,0.00022757669145582853,0.00034424671948737114,-0.000447130057296918,-0.0006322973664671457,0.0,-0.0025105773153516024,-0.0027972652159116576,-0.0016539196348745854,-0.0002710958972681883,-0.003312785315490294,0.0,0.0021129457520963745,0.0027393632799839235,0.001151523776748993,0.00028873928868779306,0.0036642507352071065,0.0,0.0017284104374348588,0.0022302324145350664,0.0008540753570644291,-4.461686746050304e-05,0.0026168807883963194,0.0,-0.00012912712090287036,0.00024271168485761544,-0.00013368639123215905,0.0005274828586795843,0.0015095463518256802,0.0,0.0009213707647970924,0.0014849200088018926,0.0005719989451147586,0.0007932982757767207,0.0033637354033630483,0.0,0.0042024799996600104,0.005533951683567605,0.002340632543882778,0.0007591185445326735,0.008047871026978532,0.0,1.0603615163775353,1.0624020292770002,1.0796432083063066,1.059236160768833,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,7,up,0.875,0.37795133147685633,0.4146783456847478,0.019717015555081485,-0.06521663564018347,-0.13666590632439454,-0.42558255257598776,0.31401309346936135,0.18809419911732478,0.07994754301148652,0.2482552882674911,0.6396721556557472,0.08046993483134798,-0.35117264088153866,-0.11412669171641507,0.004967201175649203,-0.0005232141538027732,-0.0006562865880578781,-0.00035710146631230346,-3.918275161199217e-05,-0.0008743773117435719,0.0,0.000197722230910139,0.00022302515762671196,-0.00035074576498683805,-0.0008438793050898157,-0.0012659793097122651,0.0,-0.0033009165909572875,-0.0027413199115934243,-0.003763632926568698,-0.0015290130027427664,-0.0052592179296956885,0.0,0.002690881349751016,0.002684576014384245,0.002709537076160805,0.0012151103167954138,0.005076013643377543,0.0,0.0020653394451676864,0.002185627766244365,0.0017840408642128963,0.000514631869570785,0.003454088562655879,0.0,3.13565680294318e-05,0.00023785745116046314,0.0002715201221017441,0.0007542569599674522,0.0018574477246241679,0.0,0.001393262290760285,0.0014552216086258548,0.001810514736452455,0.001514376509548326,0.004470523203680454,0.0,0.0053818209050731985,0.005423272649896253,0.005514544444750583,0.0026427987833604256,0.010912086205396077,0.0,1.1614861878559148,1.1647986069541791,1.1843771393667368,1.163800996543837,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,8,up,1.0,0.4223093625256919,0.41017480873124756,0.02514208687920819,-0.08958619507045232,-0.28833438301476033,-0.4427194237791538,0.3852671268065508,0.12030647842415906,0.14334687135823124,0.3754341646953141,0.6118707852421581,0.105134865284672,-0.3882377086358072,-0.1281608242663634,-0.011753403550227914,-0.0005127498707267177,-0.0006431608562967205,-0.0005241719271720539,-0.0006391108272381927,-0.0012420001306176977,0.0,0.0001937677862919362,0.0002185646544741777,-0.0009044361104891846,-0.0027604005656844087,-0.0024801426531029557,0.0,-0.003234898259138142,-0.002686493513361556,-0.004549288151062398,-0.00446704583140473,-0.0070571821399002775,0.0,0.0026370637227559955,0.0026308844940965597,0.003404550444656885,0.003774180273187963,0.006630667781671039,0.0,0.0020240326562643326,0.002141915210919478,0.001982312288959881,0.0013110429079718812,0.003902176560634168,0.0,3.0729436668843164e-05,0.00023310030213725388,0.0005448471264236649,0.0017003706651922603,0.0024365138680336224,0.0,0.001365397044945079,0.0014261171764533378,0.0025043870251061934,0.004001527147649569,0.0059950175173072535,0.0,0.005274184486971734,0.005314807196898328,0.006594119171704851,0.0066927843007726015,0.013324135692102793,0.0,1.1238450768566892,1.125476736671844,1.1482208801302944,1.1312125641915332,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,9,down,1.0,0.4658521332606545,0.40552857002759,0.031635973965574736,-0.14179826855824323,-0.3685594494670267,-0.45679247664863376,0.4258385132138598,0.10745939104724819,0.15503924201542385,0.43938365439271876,0.6166059838186517,0.12856018690009857,-0.4231107756184827,-0.1430804313321323,-0.03155550875918944,-0.0005024948733121833,-0.0006302976391707861,-0.0007670020746767072,-0.0015032855432239147,-0.0018251431596351957,0.0,0.00018989243056609747,0.00021419336138469414,-0.0015447553982337408,-0.0049845628707083315,-0.004010798104328673,0.0,-0.003170200293955379,-0.0026327636430943245,-0.005274333087965583,-0.007202755835340234,-0.008874610189142864,0.0,0.0025843224483008756,0.0025782668042146285,0.004097192849199498,0.00633231159192886,0.008323905988831332,0.0,0.001983552003139046,0.0020990769067010884,0.0021346354090798305,0.0019494088526173104,0.0042848825647317,0.0,3.01148479354663e-05,0.0002284382960945088,0.0008109179266781292,0.002625209502143237,0.0030525394395316697,0.0,0.0013380891040461775,0.001397594832924271,0.0032392302310593093,0.006638881983785354,0.007759045715330951,0.0,0.005168700797232299,0.005208511052960362,0.0075637641519540385,0.010372352414974013,0.015701450953898133,0.0,1.0952137643302595,1.0946518161132932,1.120972272183787,1.108783127102706,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,10,down,0.875,0.4862449410092061,0.4037429225467653,0.031812853098043846,-0.2791072753562951,-0.33968844992465885,-0.08408469251801531,0.31012546146567593,0.20844798262108816,0.1965776283298928,0.30966966388552447,0.5385446351296233,0.11861851956033358,-0.443249827002422,-0.1562093352351057,-0.038626725490137404,0.0003561218770202437,-0.0004765419433315368,0.00026364083295037533,-0.0016173514413712127,-0.0026327421106634146,0.0,0.0012188457294825341,0.0003816962645473214,-0.00027818251597707517,-0.005060287473693566,-0.004957899099441691,0.0,-0.0028511545001180427,-0.002537585176493773,-0.004862973248222938,-0.007102122238228041,-0.008951414622422084,0.0,0.001589764888240885,0.0023698652511414666,0.0028871119005358294,0.006365814828424661,0.009095337725847601,0.0,0.001310138799339105,0.0019516793447464254,0.0013336757086645844,0.0020180636708687716,0.0048295924156296945,0.0,-0.000568140302044916,0.0001244565654124948,7.96131225967256e-05,0.0026742184304192618,0.0035859967390618748,0.0,0.0003698419673609295,0.0012130372245951373,0.002047966580357269,0.006666018437574176,0.00854039619298204,0.0,0.0034279953087327426,0.004831988788137314,0.005453435989014383,0.01044301099715946,0.01701613800096913,0.0,1.0848059817184261,1.0826731098519624,1.1125379409335117,1.105545174779528,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,11,down,0.75,0.5124053193505925,0.40104076295239544,0.03892369537080013,-0.2589742657088223,-0.13482871932944743,-0.35071304140291415,0.39046500468541623,0.3206987128848575,-0.03186840732781322,0.16255427612445467,0.6666765178562315,0.11622427716104586,-0.46819354349106573,-0.16514222010060953,-0.05073442293646858,-0.0013487231177781867,-0.0023828427416440205,-0.0006185114009543059,-0.0011507411424270153,-0.004156331010013027,0.0,0.0003105904204690153,-0.0006233692989208655,-0.0007291450324949623,-0.004732993003004845,-0.005679374489824033,0.0,-0.005093253447915948,-0.005081327325285387,-0.005953218057183596,-0.0063719835522583045,-0.010906997022208901,0.0,0.0041176881959518125,0.005211037615927833,0.00415147294111243,0.005583743862172115,0.011289991508147499,0.0,0.003386297188304513,0.004285100559357671,0.002392878815074492,0.001439935946416435,0.006684929411399184,0.0,-0.0007656929024681756,-0.00011378766232600012,-2.9884650735507336e-05,0.002674172880303945,0.0033203101278367272,0.0,0.0014280802041472043,0.002391315365986716,0.002557411353685668,0.006260117504386842,0.009358972908187435,0.0,0.007729876456463157,0.009667267483800758,0.0076017147893403456,0.009116228407741057,0.02073353381789645,0.0,1.0312618556268216,1.0344441633970198,1.065300441610734,1.0551527252945163,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,12,down,0.625,0.5370515193961592,0.3982098004073973,0.04368929736731711,-0.22073074160987888,-0.24618866531853356,-0.38623135753780435,0.3440114136911059,0.25893061451717475,0.004150129551975926,0.20406024490636004,0.6370663214224641,0.12239723866742558,-0.4891348670449794,-0.1731474433810514,-0.06488678712810793,-0.00160714104724581,-0.00233518588681114,-0.0013441080590825111,-0.001566759935343415,-0.005202026209220993,0.0,-1.3929438384888268e-05,-0.0006109019129424482,-0.0015376422403284423,-0.005128002588654176,-0.006824801195674655,0.0,-0.005490763727044156,-0.00497970077877968,-0.007125437140184608,-0.007012758350049202,-0.012664052655106742,0.0,0.004480121775434637,0.005106816863609276,0.005218573409409455,0.006156307952802712,0.012823473539078112,0.0,0.003653353916196863,0.004199398548170518,0.0032107013788830927,0.001926150420007663,0.007875407624499385,0.0,-0.0007450131611232816,-0.0001115119090794801,-1.5411870996391163e-05,0.0026289440335862634,0.003275127778185453,0.0,0.0016633569804597754,0.0023434890586669817,0.003188495707455422,0.006540791139228559,0.010215361986259585,0.0,0.00839896972769416,0.009473922134124744,0.009579577969820632,0.010201029245572984,0.023576834182576452,0.0,1.135556580596579,1.1427599185575072,1.1745276718464208,1.1645895867559535,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,13,down,0.5,0.5593879101511781,0.3956079683193706,0.047420205012223195,-0.22744478871273177,-0.3303546840862184,-0.35777873279887273,0.3580586418347654,0.23544062847916325,0.028995660494522936,0.25754494295439107,0.6072934957326407,0.12786784740960352,-0.5077055370564182,-0.18070780517031582,-0.07838637901394618,-0.0015749982263008938,-0.0022884821690749174,-0.0015204463258237295,-0.0022420004594528474,-0.006107331161929699,0.0,-1.3650849617190502e-05,-0.0005986838746835992,-0.0018020591404357402,-0.006051716214176843,-0.0081543401072726,0.0,-0.005380948452503273,-0.004880106763204086,-0.007302601350067998,-0.007983971896692624,-0.013998507894943826,0.0,0.004390519339925944,0.00500468052633709,0.005434124990797248,0.007145520067562031,0.014155982530471296,0.0,0.003580286837872926,0.0041154105772071075,0.003356852009650695,0.002619042860558953,0.008762728569995304,0.0,-0.000730112897900816,-0.0001092816708978905,1.0803799022687332e-05,0.00266644252900395,0.003338301016581745,0.0,0.0016300898408505798,0.002296619277493642,0.0033548405117519702,0.007210059614948274,0.011153977496002346,0.0,0.008230990333140276,0.009284443691442249,0.009930599168342526,0.011883615265884256,0.025800320526419084,0.0,1.0878669857417729,1.0966366298793762,1.1297778490654573,1.1223191184700791,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,14,down,0.375,0.5682518358116724,0.3945854809482915,0.04821909630655242,-0.2836990527644424,-0.33645318200915164,-0.16741321681585775,0.30188813012951987,0.28059223904655717,0.039259451622306735,0.1956075870427656,0.5611715715576936,0.11637315446630893,-0.516879318772357,-0.18694097855486216,-0.08518379062515975,-0.0011138286678156776,-0.0021704065782215914,-0.0009676453924695502,-0.0022714418547163805,-0.0070067135127831965,0.0,0.0004961892621239145,-0.0005009588847761975,-0.0011464866224179947,-0.006018775997535372,-0.009202736637548432,0.0,-0.00501977781244217,-0.00473983627517949,-0.006848281369926144,-0.007868126545435589,-0.014321350647264135,0.0,0.003845491528430722,0.00482764514576631,0.004769557849837348,0.007081653547658665,0.014959886149262226,0.0,0.0030837168573351397,0.003961588247093284,0.002773043724240935,0.0026401299454920186,0.009597816117465376,0.0,-0.0007749701004987834,-0.00011710203439502373,-6.170304959334949e-05,0.002623393047269578,0.0034128984126886286,0.0,0.001301235266024513,0.0022008326827880247,0.002927559770861387,0.007117074689131464,0.011635231696122477,0.0,0.007216461586200388,0.008955729869943155,0.00869866846011656,0.011792875465514987,0.027304951880440992,0.0,1.0613143049071903,1.0716048441957766,1.1060101943195761,1.100881955472279,,,,,,,,,,,,,,,,,,,,
perspective_plastic,0,2,15,down,0.25,0.5789715245925782,0.39322155621265364,0.05120901395969367,-0.27500463649163165,-0.2865537107768611,-0.2557610310529961,0.3308196533346563,0.32440778215541577,-0.05881804642982896,0.1327328052544213,0.607579461971452,0.10752663009132646,-0.527474525850593,-0.19118229494102532,-0.09415946468641573,-0.001535526049991539,-0.002633818058938379,-0.0011809421879756606,-0.002110440464147961,-0.008088821861832102,0.0,2.3646424093585496e-05,-0.0010190436781498773,-0.0013659769329847405,-0.005777974347740246,-0.01029225373434737,0.0,-0.005332288882336852,-0.005116394172087399,-0.006927685650917101,-0.007603278716042243,-0.015171639133003775,0.0,0.004302664729815787,0.005340776103374477,0.004954035044132269,0.006800991285914144,0.01613099774457636,0.0,0.0035457740764501906,0.004480223588941166,0.002992026856400965,0.0024509927879038944,0.010847671913060077,0.0,-0.000854427936531305,-0.00022315867333306408,-0.00011022815349565773,0.0025956438670816286,0.0030832269495647087,0.0,0.0014894975244784698,0.002401435864471264,0.0029812984923049766,0.006918951338618213,0.01199245053996926,0.0,0.008053022933169531,0.009896353438688896,0.009038697994268388,0.011301678589006083,0.02945920554418834,0.0,1.0297930223198308,1.0449447792023185,1.079257186936099,1.0722773951606768,,,,,,,,,,,,,,,,,,,,
