model,arch_seed,env_seed,step,phase,lambda,phi_norm,plasticity_open,delta_w_norm,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,p_0,p_1,p_2,p_3,delta_w_in_0_0,delta_w_in_0_1,delta_w_in_0_2,delta_w_in_0_3,delta_w_in_0_4,delta_w_in_0_5,delta_w_in_1_0,delta_w_in_1_1,delta_w_in_1_2,delta_w_in_1_3,delta_w_in_1_4,delta_w_in_1_5,delta_w_in_2_0,delta_w_in_2_1,delta_w_in_2_2,delta_w_in_2_3,delta_w_in_2_4,delta_w_in_2_5,delta_w_in_3_0,delta_w_in_3_1,delta_w_in_3_2,delta_w_in_3_3,delta_w_in_3_4,delta_w_in_3_5,delta_w_in_4_0,delta_w_in_4_1,delta_w_in_4_2,delta_w_in_4_3,delta_w_in_4_4,delta_w_in_4_5,delta_w_in_5_0,delta_w_in_5_1,delta_w_in_5_2,delta_w_in_5_3,delta_w_in_5_4,delta_w_in_5_5,delta_w_in_6_0,delta_w_in_6_1,delta_w_in_6_2,delta_w_in_6_3,delta_w_in_6_4,delta_w_in_6_5,delta_w_in_7_0,delta_w_in_7_1,delta_w_in_7_2,delta_w_in_7_3,delta_w_in_7_4,delta_w_in_7_5,precision_vec_0,precision_vec_1,precision_vec_2,precision_vec_3,workspace_0,workspace_1,workspace_2,workspace_3,workspace_4,workspace_5,workspace_6,workspace_7,selector_logits_0,selector_logits_1,selector_logits_2,selector_logits_3,selector_weights_0,selector_weights_1,selector_weights_2,selector_weights_3,sel_touch,sel_smell,sel_vision,sel_efference
perspective,0,1,2,up,0.25,0.14229105783664095,0.43173579882874663,0.0,0.016804793381467703,-0.030423148613934078,-0.04132529604448138,0.13977666605308342,0.11025855635836068,0.14904724593383845,0.2679268295804116,0.440318802695972,0.01394045661802019,-0.13271311990309362,-0.042636159365851106,0.02493580818157371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0733477659649067,1.074288471929134,1.0792125435512214,1.0704771901830124,,,,,,,,,,,,,,,,,,,,
perspective,0,1,3,up,0.375,0.19457812332430052,0.42862307153996987,0.0,0.007311012478714079,-0.11242529946726675,-0.14207760690975843,0.22606381132473863,0.1046950550287438,0.16306561387101526,0.3089984391883045,0.49416606407945807,0.02552345354721288,-0.18156293489359596,-0.05934166294252087,0.02688246840359055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0685941823768823,1.0709581778388293,1.0786584650415763,1.0638359565933535,,,,,,,,,,,,,,,,,,,,
perspective,0,1,4,up,0.5,0.24730893470937587,0.4249278871701702,0.0,-0.02423734151662369,0.02418246467503502,-0.32019647160851183,0.28509770732634515,0.2064793360076226,0.06424095081830461,0.21810975647059297,0.6201708631527828,0.040583156677179946,-0.23110718945987838,-0.07433027669241418,0.024066439869387283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0832227399305012,1.0855626407591081,1.0965900094675505,1.0789894002363587,,,,,,,,,,,,,,,,,,,,
perspective,0,1,5,up,0.625,0.29729602958890966,0.4208955718013883,0.0,-0.019789798980395103,-0.08518710838810231,-0.3739630654677336,0.2684846046900452,0.16579333691467737,0.1143126002382427,0.26538524158960375,0.6186322418569703,0.062404587592164745,-0.2762929857880405,-0.08875548685722892,0.016590545917709143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1422585384991213,1.1441953899936168,1.1584953781351737,1.1402383757132415,,,,,,,,,,,,,,,,,,,,
perspective,0,1,6,up,0.75,0.33099524039398576,0.4189985303924898,0.0,-0.127044838398476,-0.15684046536592106,-0.06341611453261362,0.21984150175415376,0.1996796347916674,0.20949554705167997,0.23431841165482026,0.5220420118480228,0.06006448081868002,-0.308535289856162,-0.10224010708492667,0.017408122359739184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1185666172487423,1.1184761649675463,1.1363800665087953,1.1199810821922271,,,,,,,,,,,,,,,,,,,,
perspective,0,1,7,up,0.875,0.370430023991616,0.41537873007278947,0.0,-0.11170478978295809,-0.30306255346488553,-0.22980037533864914,0.34541037775854044,0.12907193418216553,0.1785463756962984,0.339580653230342,0.5349067923972329,0.07284461504554676,-0.344161544929749,-0.11586893828748832,0.006267763954865932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0596471623904056,1.0624951410654868,1.0821792837648174,1.0617773083312532,,,,,,,,,,,,,,,,,,,,
perspective,0,1,8,up,1.0,0.41164673786075795,0.411447662882304,0.0,-0.14090235150488825,0.005562640593193557,-0.48036292467569913,0.41255741543135704,0.29226476185449995,-0.04986784487192002,0.16769720558524495,0.695565704390698,0.08552374966264929,-0.3822452440063526,-0.12641677574621857,-0.006789497735350726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0786294019307203,1.081853730185991,1.1042671088926563,1.0853439761401087,,,,,,,,,,,,,,,,,,,,
perspective,0,1,9,down,1.0,0.451861897877765,0.40783072369329965,0.0,-0.13008661894717677,0.20170608465413672,-0.6158960778585942,0.41807042552330487,0.36622813930911235,-0.1290498771464614,0.0483168975011738,0.774658069220669,0.10006600426967809,-0.4188741650042435,-0.13567556451594479,-0.017393810062029093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1877827133189576,1.191742965225476,1.2164346358402809,1.200051081818256,,,,,,,,,,,,,,,,,,,,
perspective,0,1,10,down,0.875,0.4886382025517564,0.40433444490770676,0.0,-0.0783785878371961,-0.0410591860012494,-0.5738293863266583,0.327301077304311,0.23666275979775442,0.019730381332363628,0.1794474393994936,0.6865838247804588,0.12255144357268952,-0.4493360680649097,-0.1449397025735172,-0.028948527166823973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2083518918639709,1.212084492150766,1.23905493147434,1.2252418394624351,,,,,,,,,,,,,,,,,,,,
perspective,0,1,11,down,0.75,0.5036822863224519,0.40355708874779006,0.0,-0.17830286350792185,-0.15801120590840667,-0.17261560118819994,0.24688329993081967,0.261806395120344,0.1384683183705338,0.1769551329289511,0.5427011379660123,0.11604847545717242,-0.4649856816501515,-0.15237370333464506,-0.0282695470693819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1299192359706858,1.1308903374090673,1.1606935469800685,1.1511826712297095,,,,,,,,,,,,,,,,,,,,
perspective,0,1,12,down,0.625,0.5237360534874653,0.4015832404835787,0.0,-0.16482632122425478,-0.2963800765538943,-0.26664022881872684,0.3390196435249089,0.2130233434071732,0.09238899076286172,0.2668434317108326,0.5367792496070577,0.11816049054738205,-0.4834881884547455,-0.15896497342679655,-0.036150533113546136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0468538505734462,1.0507616974562397,1.0811558976925844,1.068498413994237,,,,,,,,,,,,,,,,,,,,
